commission_id,order_item_id,seller_id,commission_rate,commission_amount
25041,25041,341,0.12,275.34
25042,25042,216,0.12,292.6
25043,25043,198,0.12,96.95
25044,25044,410,0.12,282.21
25045,25045,541,0.12,373.44
25046,25046,275,0.12,142.68
25047,25047,579,0.12,72.62
25048,25048,492,0.12,42.36
25049,25049,340,0.12,390.3
25050,25050,284,0.12,238.19
25051,25051,14,0.12,274.21
25052,25052,85,0.12,123.92
25053,25053,15,0.12,11.97
25054,25054,381,0.12,430.53
25055,25055,461,0.12,102.24
25056,25056,104,0.12,218.18
25057,25057,489,0.12,61.2
25058,25058,106,0.12,49.9
25059,25059,317,0.12,407.41
25060,25060,345,0.12,69.03
25061,25061,68,0.12,107.33
25062,25062,305,0.12,107.64
25063,25063,39,0.12,74.12
25064,25064,108,0.12,88.51
25065,25065,543,0.12,99.5
25066,25066,593,0.12,220.06
25067,25067,340,0.12,24.76
25068,25068,578,0.12,213.9
25069,25069,46,0.12,149.34
25070,25070,56,0.12,163.74
25071,25071,37,0.12,17.15
25072,25072,272,0.12,113.33
25073,25073,570,0.12,73.32
25074,25074,449,0.12,113.76
25075,25075,83,0.12,83.83
25076,25076,212,0.12,129.77
25077,25077,516,0.12,77.99
25078,25078,475,0.12,10.76
25079,25079,89,0.12,34.33
25080,25080,552,0.12,14.29
25081,25081,276,0.12,134.08
25082,25082,217,0.12,325.99
25083,25083,428,0.12,80.96
25084,25084,555,0.12,419.56
25085,25085,222,0.12,58.05
25086,25086,273,0.12,272.72
25087,25087,104,0.12,62.2
25088,25088,575,0.12,257.66
25089,25089,537,0.12,138.22
25090,25090,75,0.12,18.84
25091,25091,361,0.12,133.9
25092,25092,565,0.12,27.9
25093,25093,3,0.12,74.72
25094,25094,98,0.12,3.07
25095,25095,249,0.12,125.88
25096,25096,8,0.12,16.84
25097,25097,184,0.12,196.84
25098,25098,494,0.12,173.46
25099,25099,224,0.12,217.35
25100,25100,131,0.12,137.34
25101,25101,203,0.12,87.91
25102,25102,175,0.12,198.62
25103,25103,403,0.12,64.81
25104,25104,522,0.12,103.24
25105,25105,90,0.12,39.45
25106,25106,174,0.12,204.47
25107,25107,127,0.12,111.3
25108,25108,151,0.12,66.09
25109,25109,281,0.12,265.61
25110,25110,182,0.12,28.45
25111,25111,178,0.12,184.68
25112,25112,136,0.12,82.37
25113,25113,401,0.12,43.01
25114,25114,59,0.12,58.97
25115,25115,269,0.12,141.94
25116,25116,334,0.12,73.47
25117,25117,10,0.12,61.3
25118,25118,583,0.12,429.31
25119,25119,309,0.12,66.75
25120,25120,508,0.12,65.82
25121,25121,18,0.12,133.31
25122,25122,210,0.12,96.39
25123,25123,435,0.12,175.01
25124,25124,336,0.12,275.95
25125,25125,87,0.12,132.31
25126,25126,363,0.12,84.13
25127,25127,185,0.12,365.33
25128,25128,305,0.12,186.52
25129,25129,141,0.12,72.73
25130,25130,426,0.12,39.28
25131,25131,435,0.12,89.07
25132,25132,100,0.12,172.78
25133,25133,531,0.12,284.14
25134,25134,442,0.12,58.33
25135,25135,164,0.12,149.48
25136,25136,85,0.12,171.05
25137,25137,74,0.12,83.91
25138,25138,304,0.12,1.82
25139,25139,76,0.12,83.34
25140,25140,335,0.12,265.63
25141,25141,493,0.12,205.95
25142,25142,5,0.12,34.52
25143,25143,393,0.12,87.7
25144,25144,298,0.12,44.36
25145,25145,255,0.12,44.76
25146,25146,86,0.12,297.0
25147,25147,445,0.12,152.92
25148,25148,518,0.12,57.28
25149,25149,334,0.12,69.57
25150,25150,69,0.12,235.89
25151,25151,326,0.12,75.21
25152,25152,152,0.12,116.94
25153,25153,204,0.12,244.04
25154,25154,443,0.12,106.32
25155,25155,253,0.12,129.72
25156,25156,214,0.12,45.62
25157,25157,109,0.12,69.98
25158,25158,26,0.12,45.28
25159,25159,161,0.12,395.82
25160,25160,373,0.12,155.13
25161,25161,293,0.12,186.64
25162,25162,358,0.12,214.22
25163,25163,126,0.12,154.02
25164,25164,437,0.12,152.13
25165,25165,213,0.12,141.18
25166,25166,154,0.12,84.39
25167,25167,175,0.12,10.16
25168,25168,256,0.12,39.99
25169,25169,538,0.12,57.86
25170,25170,533,0.12,48.54
25171,25171,374,0.12,86.6
25172,25172,81,0.12,67.83
25173,25173,80,0.12,83.85
25174,25174,402,0.12,4.23
25175,25175,186,0.12,46.32
25176,25176,556,0.12,3.47
25177,25177,365,0.12,22.43
25178,25178,12,0.12,1.15
25179,25179,165,0.12,75.49
25180,25180,367,0.12,61.74
25181,25181,482,0.12,70.22
25182,25182,414,0.12,245.65
25183,25183,238,0.12,129.88
25184,25184,585,0.12,71.52
25185,25185,183,0.12,149.31
25186,25186,277,0.12,64.89
25187,25187,529,0.12,69.45
25188,25188,208,0.12,283.11
25189,25189,516,0.12,97.8
25190,25190,348,0.12,107.16
25191,25191,21,0.12,279.74
25192,25192,83,0.12,179.42
25193,25193,587,0.12,8.76
25194,25194,434,0.12,238.6
25195,25195,297,0.12,207.36
25196,25196,191,0.12,46.54
25197,25197,261,0.12,190.33
25198,25198,182,0.12,51.28
25199,25199,346,0.12,24.25
25200,25200,331,0.12,312.8
25201,25201,387,0.12,212.84
25202,25202,220,0.12,304.61
25203,25203,62,0.12,50.24
25204,25204,531,0.12,120.69
25205,25205,508,0.12,107.05
25206,25206,432,0.12,109.76
25207,25207,585,0.12,112.19
25208,25208,109,0.12,35.34
25209,25209,352,0.12,72.95
25210,25210,23,0.12,38.4
25211,25211,480,0.12,89.67
25212,25212,521,0.12,78.8
25213,25213,356,0.12,185.85
25214,25214,136,0.12,161.52
25215,25215,480,0.12,57.2
25216,25216,592,0.12,123.33
25217,25217,421,0.12,322.42
25218,25218,252,0.12,24.85
25219,25219,191,0.12,67.48
25220,25220,193,0.12,306.45
25221,25221,69,0.12,192.02
25222,25222,5,0.12,31.98
25223,25223,52,0.12,319.41
25224,25224,152,0.12,102.67
25225,25225,54,0.12,89.37
25226,25226,407,0.12,5.26
25227,25227,441,0.12,26.9
25228,25228,549,0.12,63.66
25229,25229,558,0.12,27.21
25230,25230,105,0.12,43.34
25231,25231,287,0.12,180.73
25232,25232,297,0.12,149.11
25233,25233,24,0.12,36.64
25234,25234,533,0.12,93.2
25235,25235,445,0.12,27.19
25236,25236,249,0.12,201.24
25237,25237,171,0.12,215.0
25238,25238,490,0.12,73.23
25239,25239,185,0.12,62.08
25240,25240,314,0.12,115.8
25241,25241,202,0.12,86.49
25242,25242,216,0.12,87.91
25243,25243,214,0.12,67.64
25244,25244,562,0.12,297.41
25245,25245,122,0.12,94.71
25246,25246,243,0.12,247.91
25247,25247,1,0.12,83.97
25248,25248,365,0.12,256.24
25249,25249,230,0.12,293.48
25250,25250,416,0.12,134.76
25251,25251,446,0.12,162.09
25252,25252,211,0.12,60.69
25253,25253,377,0.12,101.12
25254,25254,557,0.12,275.74
25255,25255,47,0.12,52.42
25256,25256,28,0.12,124.86
25257,25257,195,0.12,72.1
25258,25258,166,0.12,70.48
25259,25259,347,0.12,117.52
25260,25260,4,0.12,74.42
25261,25261,351,0.12,21.39
25262,25262,356,0.12,170.49
25263,25263,186,0.12,92.54
25264,25264,115,0.12,211.44
25265,25265,6,0.12,59.76
25266,25266,233,0.12,66.75
25267,25267,161,0.12,358.64
25268,25268,570,0.12,152.12
25269,25269,560,0.12,371.19
25270,25270,397,0.12,20.23
25271,25271,102,0.12,70.5
25272,25272,532,0.12,11.17
25273,25273,409,0.12,211.82
25274,25274,357,0.12,198.54
25275,25275,170,0.12,46.84
25276,25276,294,0.12,58.65
25277,25277,191,0.12,186.17
25278,25278,95,0.12,116.23
25279,25279,538,0.12,61.05
25280,25280,201,0.12,51.03
25281,25281,332,0.12,25.47
25282,25282,504,0.12,11.78
25283,25283,220,0.12,105.35
25284,25284,507,0.12,266.81
25285,25285,46,0.12,2.72
25286,25286,576,0.12,190.11
25287,25287,477,0.12,210.78
25288,25288,183,0.12,10.59
25289,25289,21,0.12,34.81
25290,25290,391,0.12,21.19
25291,25291,462,0.12,368.11
25292,25292,31,0.12,131.4
25293,25293,563,0.12,91.13
25294,25294,378,0.12,23.49
25295,25295,278,0.12,103.58
25296,25296,353,0.12,404.4
25297,25297,597,0.12,431.42
25298,25298,185,0.12,44.52
25299,25299,167,0.12,174.6
25300,25300,70,0.12,57.12
25301,25301,279,0.12,155.09
25302,25302,367,0.12,410.72
25303,25303,252,0.12,210.47
25304,25304,390,0.12,234.92
25305,25305,272,0.12,97.89
25306,25306,34,0.12,99.73
25307,25307,142,0.12,15.62
25308,25308,45,0.12,316.1
25309,25309,319,0.12,75.21
25310,25310,252,0.12,91.13
25311,25311,488,0.12,143.56
25312,25312,266,0.12,55.84
25313,25313,250,0.12,42.75
25314,25314,90,0.12,225.9
25315,25315,487,0.12,161.1
25316,25316,352,0.12,131.14
25317,25317,297,0.12,9.25
25318,25318,124,0.12,164.44
25319,25319,69,0.12,4.36
25320,25320,60,0.12,305.61
25321,25321,594,0.12,238.55
25322,25322,253,0.12,112.91
25323,25323,302,0.12,312.87
25324,25324,172,0.12,36.98
25325,25325,22,0.12,185.4
25326,25326,475,0.12,52.34
25327,25327,191,0.12,4.16
25328,25328,512,0.12,69.16
25329,25329,455,0.12,112.98
25330,25330,396,0.12,166.27
25331,25331,230,0.12,64.65
25332,25332,503,0.12,268.56
25333,25333,334,0.12,138.74
25334,25334,185,0.12,98.73
25335,25335,16,0.12,32.64
25336,25336,202,0.12,105.13
25337,25337,365,0.12,86.45
25338,25338,104,0.12,59.38
25339,25339,65,0.12,269.08
25340,25340,401,0.12,24.05
25341,25341,319,0.12,178.77
25342,25342,249,0.12,7.96
25343,25343,246,0.12,184.53
25344,25344,583,0.12,307.43
25345,25345,365,0.12,263.65
25346,25346,417,0.12,9.94
25347,25347,133,0.12,28.92
25348,25348,171,0.12,22.74
25349,25349,27,0.12,54.64
25350,25350,566,0.12,23.01
25351,25351,11,0.12,44.23
25352,25352,503,0.12,147.16
25353,25353,519,0.12,95.78
25354,25354,534,0.12,11.88
25355,25355,429,0.12,89.33
25356,25356,440,0.12,304.47
25357,25357,140,0.12,210.35
25358,25358,284,0.12,100.23
25359,25359,450,0.12,94.18
25360,25360,522,0.12,53.08
25361,25361,516,0.12,51.75
25362,25362,321,0.12,64.53
25363,25363,101,0.12,56.93
25364,25364,396,0.12,162.85
25365,25365,326,0.12,48.74
25366,25366,203,0.12,188.02
25367,25367,319,0.12,95.99
25368,25368,193,0.12,263.78
25369,25369,319,0.12,225.64
25370,25370,207,0.12,32.95
25371,25371,417,0.12,112.03
25372,25372,588,0.12,305.99
25373,25373,221,0.12,133.01
25374,25374,267,0.12,116.61
25375,25375,226,0.12,24.26
25376,25376,99,0.12,130.97
25377,25377,74,0.12,51.21
25378,25378,164,0.12,95.06
25379,25379,105,0.12,182.08
25380,25380,112,0.12,248.09
25381,25381,373,0.12,383.21
25382,25382,82,0.12,197.17
25383,25383,149,0.12,17.63
25384,25384,544,0.12,50.51
25385,25385,15,0.12,275.03
25386,25386,57,0.12,105.74
25387,25387,225,0.12,137.38
25388,25388,101,0.12,118.63
25389,25389,403,0.12,12.28
25390,25390,497,0.12,178.32
25391,25391,153,0.12,52.68
25392,25392,251,0.12,330.21
25393,25393,72,0.12,11.38
25394,25394,22,0.12,82.11
25395,25395,279,0.12,115.59
25396,25396,34,0.12,233.56
25397,25397,99,0.12,157.9
25398,25398,290,0.12,178.56
25399,25399,148,0.12,28.35
25400,25400,439,0.12,235.52
25401,25401,357,0.12,207.74
25402,25402,492,0.12,56.39
25403,25403,420,0.12,170.01
25404,25404,350,0.12,163.31
25405,25405,182,0.12,102.56
25406,25406,319,0.12,102.04
25407,25407,118,0.12,303.42
25408,25408,70,0.12,77.38
25409,25409,297,0.12,313.95
25410,25410,281,0.12,6.75
25411,25411,168,0.12,206.33
25412,25412,436,0.12,76.03
25413,25413,25,0.12,183.12
25414,25414,498,0.12,47.71
25415,25415,43,0.12,24.81
25416,25416,416,0.12,136.65
25417,25417,310,0.12,230.27
25418,25418,515,0.12,51.07
25419,25419,292,0.12,76.63
25420,25420,282,0.12,11.12
25421,25421,201,0.12,397.75
25422,25422,197,0.12,107.63
25423,25423,180,0.12,42.92
25424,25424,320,0.12,180.24
25425,25425,181,0.12,203.67
25426,25426,363,0.12,113.04
25427,25427,324,0.12,45.25
25428,25428,120,0.12,301.44
25429,25429,105,0.12,63.0
25430,25430,193,0.12,102.12
25431,25431,235,0.12,191.92
25432,25432,45,0.12,134.48
25433,25433,40,0.12,43.68
25434,25434,213,0.12,54.48
25435,25435,501,0.12,68.18
25436,25436,445,0.12,27.19
25437,25437,256,0.12,74.54
25438,25438,371,0.12,25.95
25439,25439,123,0.12,65.25
25440,25440,90,0.12,320.53
25441,25441,217,0.12,83.68
25442,25442,206,0.12,237.9
25443,25443,105,0.12,175.63
25444,25444,319,0.12,115.22
25445,25445,23,0.12,37.15
25446,25446,52,0.12,1.17
25447,25447,54,0.12,179.45
25448,25448,118,0.12,16.02
25449,25449,161,0.12,239.41
25450,25450,243,0.12,232.22
25451,25451,247,0.12,2.11
25452,25452,452,0.12,119.43
25453,25453,140,0.12,83.29
25454,25454,234,0.12,56.75
25455,25455,154,0.12,15.78
25456,25456,353,0.12,65.39
25457,25457,56,0.12,113.73
25458,25458,36,0.12,101.85
25459,25459,424,0.12,16.9
25460,25460,79,0.12,49.71
25461,25461,437,0.12,43.87
25462,25462,485,0.12,350.46
25463,25463,482,0.12,72.77
25464,25464,562,0.12,2.3
25465,25465,490,0.12,28.64
25466,25466,90,0.12,78.89
25467,25467,68,0.12,5.01
25468,25468,9,0.12,149.33
25469,25469,449,0.12,81.92
25470,25470,265,0.12,191.12
25471,25471,108,0.12,110.01
25472,25472,425,0.12,103.71
25473,25473,363,0.12,93.74
25474,25474,355,0.12,28.65
25475,25475,388,0.12,90.73
25476,25476,237,0.12,25.28
25477,25477,53,0.12,2.16
25478,25478,591,0.12,38.64
25479,25479,432,0.12,104.9
25480,25480,516,0.12,206.99
25481,25481,582,0.12,321.08
25482,25482,474,0.12,73.21
25483,25483,226,0.12,87.96
25484,25484,207,0.12,28.73
25485,25485,370,0.12,50.39
25486,25486,365,0.12,64.06
25487,25487,518,0.12,200.35
25488,25488,247,0.12,353.05
25489,25489,151,0.12,31.63
25490,25490,60,0.12,79.0
25491,25491,14,0.12,22.26
25492,25492,32,0.12,277.7
25493,25493,377,0.12,14.97
25494,25494,54,0.12,222.23
25495,25495,293,0.12,116.6
25496,25496,96,0.12,15.23
25497,25497,69,0.12,168.26
25498,25498,391,0.12,118.35
25499,25499,288,0.12,183.72
25500,25500,253,0.12,201.19
25501,25501,330,0.12,87.16
25502,25502,562,0.12,5.13
25503,25503,245,0.12,295.14
25504,25504,578,0.12,43.68
25505,25505,546,0.12,286.1
25506,25506,510,0.12,158.84
25507,25507,491,0.12,32.57
25508,25508,9,0.12,420.97
25509,25509,119,0.12,39.81
25510,25510,588,0.12,422.21
25511,25511,238,0.12,20.86
25512,25512,23,0.12,61.99
25513,25513,337,0.12,91.44
25514,25514,508,0.12,166.98
25515,25515,541,0.12,37.62
25516,25516,380,0.12,153.94
25517,25517,539,0.12,140.98
25518,25518,160,0.12,11.35
25519,25519,311,0.12,41.56
25520,25520,101,0.12,298.21
25521,25521,271,0.12,84.2
25522,25522,432,0.12,101.57
25523,25523,387,0.12,124.09
25524,25524,161,0.12,54.48
25525,25525,282,0.12,96.43
25526,25526,105,0.12,175.63
25527,25527,366,0.12,105.28
25528,25528,464,0.12,59.69
25529,25529,430,0.12,384.61
25530,25530,97,0.12,56.75
25531,25531,90,0.12,63.4
25532,25532,558,0.12,6.79
25533,25533,475,0.12,210.53
25534,25534,319,0.12,31.83
25535,25535,202,0.12,73.62
25536,25536,295,0.12,120.55
25537,25537,210,0.12,366.62
25538,25538,252,0.12,328.11
25539,25539,342,0.12,384.06
25540,25540,180,0.12,49.6
25541,25541,191,0.12,419.23
25542,25542,116,0.12,99.74
25543,25543,445,0.12,172.09
25544,25544,182,0.12,140.83
25545,25545,120,0.12,275.4
25546,25546,55,0.12,95.6
25547,25547,71,0.12,47.24
25548,25548,421,0.12,431.15
25549,25549,307,0.12,264.02
25550,25550,255,0.12,38.5
25551,25551,34,0.12,150.45
25552,25552,204,0.12,24.5
25553,25553,397,0.12,295.08
25554,25554,417,0.12,20.29
25555,25555,599,0.12,48.09
25556,25556,55,0.12,48.05
25557,25557,134,0.12,22.69
25558,25558,472,0.12,150.58
25559,25559,401,0.12,340.39
25560,25560,480,0.12,82.27
25561,25561,23,0.12,106.49
25562,25562,170,0.12,349.76
25563,25563,112,0.12,23.82
25564,25564,481,0.12,163.89
25565,25565,30,0.12,191.6
25566,25566,545,0.12,180.65
25567,25567,437,0.12,62.74
25568,25568,486,0.12,167.99
25569,25569,588,0.12,95.48
25570,25570,351,0.12,92.84
25571,25571,467,0.12,379.1
25572,25572,380,0.12,229.96
25573,25573,418,0.12,205.33
25574,25574,184,0.12,22.6
25575,25575,523,0.12,32.75
25576,25576,105,0.12,175.63
25577,25577,462,0.12,264.19
25578,25578,411,0.12,313.24
25579,25579,497,0.12,182.62
25580,25580,475,0.12,26.17
25581,25581,585,0.12,315.14
25582,25582,508,0.12,97.42
25583,25583,326,0.12,50.24
25584,25584,233,0.12,167.82
25585,25585,278,0.12,236.63
25586,25586,247,0.12,221.58
25587,25587,153,0.12,20.56
25588,25588,176,0.12,101.65
25589,25589,269,0.12,166.59
25590,25590,148,0.12,113.39
25591,25591,524,0.12,140.29
25592,25592,352,0.12,78.85
25593,25593,154,0.12,155.31
25594,25594,275,0.12,243.57
25595,25595,312,0.12,401.88
25596,25596,281,0.12,49.49
25597,25597,478,0.12,18.9
25598,25598,582,0.12,44.88
25599,25599,213,0.12,169.58
25600,25600,287,0.12,35.79
25601,25601,117,0.12,10.21
25602,25602,425,0.12,207.42
25603,25603,468,0.12,288.28
25604,25604,215,0.12,146.78
25605,25605,574,0.12,301.03
25606,25606,102,0.12,369.53
25607,25607,564,0.12,175.57
25608,25608,373,0.12,144.39
25609,25609,62,0.12,30.95
25610,25610,125,0.12,43.5
25611,25611,158,0.12,71.77
25612,25612,319,0.12,181.03
25613,25613,525,0.12,83.08
25614,25614,245,0.12,59.25
25615,25615,261,0.12,82.45
25616,25616,282,0.12,272.07
25617,25617,456,0.12,196.26
25618,25618,417,0.12,172.46
25619,25619,506,0.12,87.36
25620,25620,115,0.12,79.2
25621,25621,25,0.12,258.29
25622,25622,8,0.12,151.81
25623,25623,144,0.12,37.17
25624,25624,255,0.12,104.73
25625,25625,511,0.12,138.13
25626,25626,449,0.12,170.64
25627,25627,419,0.12,176.76
25628,25628,189,0.12,322.88
25629,25629,199,0.12,12.28
25630,25630,81,0.12,17.67
25631,25631,574,0.12,109.6
25632,25632,474,0.12,179.15
25633,25633,341,0.12,281.26
25634,25634,194,0.12,73.98
25635,25635,193,0.12,133.95
25636,25636,461,0.12,104.72
25637,25637,455,0.12,137.32
25638,25638,375,0.12,142.17
25639,25639,317,0.12,30.68
25640,25640,514,0.12,256.61
25641,25641,74,0.12,293.54
25642,25642,156,0.12,184.71
25643,25643,14,0.12,387.99
25644,25644,263,0.12,67.09
25645,25645,405,0.12,183.36
25646,25646,499,0.12,61.74
25647,25647,102,0.12,169.29
25648,25648,37,0.12,152.28
25649,25649,52,0.12,2.56
25650,25650,257,0.12,12.96
25651,25651,233,0.12,162.97
25652,25652,241,0.12,296.89
25653,25653,418,0.12,205.33
25654,25654,406,0.12,346.69
25655,25655,289,0.12,228.43
25656,25656,596,0.12,115.46
25657,25657,91,0.12,173.65
25658,25658,537,0.12,48.65
25659,25659,75,0.12,129.28
25660,25660,559,0.12,24.71
25661,25661,80,0.12,65.04
25662,25662,399,0.12,139.69
25663,25663,96,0.12,30.45
25664,25664,445,0.12,51.63
25665,25665,458,0.12,29.69
25666,25666,353,0.12,72.98
25667,25667,91,0.12,80.36
25668,25668,229,0.12,51.79
25669,25669,521,0.12,25.23
25670,25670,475,0.12,141.91
25671,25671,546,0.12,49.14
25672,25672,395,0.12,55.06
25673,25673,331,0.12,109.27
25674,25674,457,0.12,25.53
25675,25675,227,0.12,125.7
25676,25676,362,0.12,88.15
25677,25677,461,0.12,251.98
25678,25678,96,0.12,11.8
25679,25679,31,0.12,331.24
25680,25680,563,0.12,89.02
25681,25681,559,0.12,24.71
25682,25682,573,0.12,39.09
25683,25683,258,0.12,29.4
25684,25684,161,0.12,32.98
25685,25685,80,0.12,89.04
25686,25686,105,0.12,43.34
25687,25687,189,0.12,60.49
25688,25688,598,0.12,238.71
25689,25689,536,0.12,71.16
25690,25690,220,0.12,166.91
25691,25691,68,0.12,13.35
25692,25692,562,0.12,84.72
25693,25693,539,0.12,261.29
25694,25694,346,0.12,24.25
25695,25695,442,0.12,23.56
25696,25696,56,0.12,270.31
25697,25697,2,0.12,22.46
25698,25698,145,0.12,121.02
25699,25699,304,0.12,192.26
25700,25700,491,0.12,32.57
25701,25701,293,0.12,174.9
25702,25702,593,0.12,8.43
25703,25703,265,0.12,74.04
25704,25704,561,0.12,238.25
25705,25705,161,0.12,32.98
25706,25706,419,0.12,132.57
25707,25707,247,0.12,386.5
25708,25708,531,0.12,203.86
25709,25709,193,0.12,104.94
25710,25710,163,0.12,91.95
25711,25711,496,0.12,13.06
25712,25712,453,0.12,254.69
25713,25713,552,0.12,59.96
25714,25714,580,0.12,189.02
25715,25715,585,0.12,65.86
25716,25716,495,0.12,144.42
25717,25717,389,0.12,139.54
25718,25718,253,0.12,28.65
25719,25719,273,0.12,2.92
25720,25720,481,0.12,41.21
25721,25721,341,0.12,68.84
25722,25722,282,0.12,325.84
25723,25723,434,0.12,194.28
25724,25724,6,0.12,227.81
25725,25725,503,0.12,123.08
25726,25726,26,0.12,199.1
25727,25727,491,0.12,340.12
25728,25728,282,0.12,303.7
25729,25729,313,0.12,282.52
25730,25730,81,0.12,36.91
25731,25731,329,0.12,59.36
25732,25732,349,0.12,231.87
25733,25733,81,0.12,271.31
25734,25734,94,0.12,173.76
25735,25735,164,0.12,209.72
25736,25736,498,0.12,36.1
25737,25737,265,0.12,230.94
25738,25738,560,0.12,35.22
25739,25739,585,0.12,101.38
25740,25740,14,0.12,211.54
25741,25741,125,0.12,327.43
25742,25742,31,0.12,91.0
25743,25743,361,0.12,373.58
25744,25744,120,0.12,79.2
25745,25745,448,0.12,54.97
25746,25746,494,0.12,62.92
25747,25747,342,0.12,304.18
25748,25748,143,0.12,130.06
25749,25749,288,0.12,25.72
25750,25750,597,0.12,43.3
25751,25751,192,0.12,146.31
25752,25752,295,0.12,95.52
25753,25753,119,0.12,82.99
25754,25754,167,0.12,298.88
25755,25755,188,0.12,210.41
25756,25756,60,0.12,407.48
25757,25757,232,0.12,351.3
25758,25758,426,0.12,96.93
25759,25759,162,0.12,121.15
25760,25760,270,0.12,206.72
25761,25761,383,0.12,84.99
25762,25762,27,0.12,49.41
25763,25763,310,0.12,88.68
25764,25764,158,0.12,36.73
25765,25765,60,0.12,166.49
25766,25766,508,0.12,32.43
25767,25767,226,0.12,95.91
25768,25768,544,0.12,310.65
25769,25769,560,0.12,74.85
25770,25770,356,0.12,185.85
25771,25771,88,0.12,146.43
25772,25772,480,0.12,269.01
25773,25773,43,0.12,189.66
25774,25774,33,0.12,15.54
25775,25775,54,0.12,294.12
25776,25776,87,0.12,318.82
25777,25777,267,0.12,85.17
25778,25778,347,0.12,29.38
25779,25779,112,0.12,51.22
25780,25780,173,0.12,74.69
25781,25781,184,0.12,52.97
25782,25782,333,0.12,186.43
25783,25783,35,0.12,156.96
25784,25784,109,0.12,349.82
25785,25785,63,0.12,88.15
25786,25786,403,0.12,412.25
25787,25787,400,0.12,414.7
25788,25788,315,0.12,375.12
25789,25789,503,0.12,76.23
25790,25790,564,0.12,15.39
25791,25791,469,0.12,3.0
25792,25792,26,0.12,275.16
25793,25793,130,0.12,41.28
25794,25794,276,0.12,172.88
25795,25795,361,0.12,96.53
25796,25796,411,0.12,119.81
25797,25797,522,0.12,147.95
25798,25798,64,0.12,133.65
25799,25799,119,0.12,17.5
25800,25800,154,0.12,145.92
25801,25801,114,0.12,186.53
25802,25802,512,0.12,27.76
25803,25803,283,0.12,138.37
25804,25804,431,0.12,358.41
25805,25805,347,0.12,62.71
25806,25806,185,0.12,274.0
25807,25807,326,0.12,50.24
25808,25808,54,0.12,89.37
25809,25809,278,0.12,315.5
25810,25810,98,0.12,9.2
25811,25811,318,0.12,335.24
25812,25812,25,0.12,408.18
25813,25813,535,0.12,257.8
25814,25814,105,0.12,372.04
25815,25815,297,0.12,361.32
25816,25816,579,0.12,291.77
25817,25817,385,0.12,374.08
25818,25818,298,0.12,88.72
25819,25819,345,0.12,115.32
25820,25820,343,0.12,32.34
25821,25821,405,0.12,249.03
25822,25822,350,0.12,33.42
25823,25823,484,0.12,71.37
25824,25824,238,0.12,196.61
25825,25825,466,0.12,363.8
25826,25826,143,0.12,189.28
25827,25827,66,0.12,35.64
25828,25828,484,0.12,37.39
25829,25829,441,0.12,68.4
25830,25830,270,0.12,83.74
25831,25831,379,0.12,281.38
25832,25832,490,0.12,75.35
25833,25833,507,0.12,76.31
25834,25834,552,0.12,393.78
25835,25835,292,0.12,393.98
25836,25836,460,0.12,88.92
25837,25837,222,0.12,5.16
25838,25838,196,0.12,130.94
25839,25839,380,0.12,55.93
25840,25840,328,0.12,77.9
25841,25841,358,0.12,49.66
25842,25842,329,0.12,371.88
25843,25843,281,0.12,6.09
25844,25844,178,0.12,76.38
25845,25845,55,0.12,61.76
25846,25846,514,0.12,299.37
25847,25847,41,0.12,127.83
25848,25848,417,0.12,91.55
25849,25849,415,0.12,69.14
25850,25850,417,0.12,91.55
25851,25851,456,0.12,187.3
25852,25852,20,0.12,54.0
25853,25853,26,0.12,367.62
25854,25854,334,0.12,52.72
25855,25855,353,0.12,21.22
25856,25856,516,0.12,311.22
25857,25857,540,0.12,284.19
25858,25858,319,0.12,178.77
25859,25859,241,0.12,88.92
25860,25860,158,0.12,73.38
25861,25861,374,0.12,173.19
25862,25862,125,0.12,153.26
25863,25863,79,0.12,66.53
25864,25864,295,0.12,58.0
25865,25865,124,0.12,178.75
25866,25866,444,0.12,53.49
25867,25867,32,0.12,64.97
25868,25868,354,0.12,190.53
25869,25869,16,0.12,238.79
25870,25870,257,0.12,45.31
25871,25871,253,0.12,71.52
25872,25872,550,0.12,44.96
25873,25873,178,0.12,280.02
25874,25874,247,0.12,289.88
25875,25875,538,0.12,74.73
25876,25876,288,0.12,334.0
25877,25877,408,0.12,106.43
25878,25878,226,0.12,270.94
25879,25879,510,0.12,22.75
25880,25880,503,0.12,147.92
25881,25881,427,0.12,26.99
25882,25882,470,0.12,76.75
25883,25883,340,0.12,20.52
25884,25884,471,0.12,164.11
25885,25885,547,0.12,6.29
25886,25886,472,0.12,301.16
25887,25887,364,0.12,244.1
25888,25888,306,0.12,42.15
25889,25889,86,0.12,48.92
25890,25890,228,0.12,90.93
25891,25891,469,0.12,92.25
25892,25892,437,0.12,252.74
25893,25893,115,0.12,61.73
25894,25894,196,0.12,329.74
25895,25895,565,0.12,88.33
25896,25896,153,0.12,4.67
25897,25897,199,0.12,52.12
25898,25898,208,0.12,123.06
25899,25899,519,0.12,165.03
25900,25900,549,0.12,211.19
25901,25901,26,0.12,108.92
25902,25902,230,0.12,391.31
25903,25903,546,0.12,65.75
25904,25904,138,0.12,91.78
25905,25905,518,0.12,8.86
25906,25906,66,0.12,310.99
25907,25907,417,0.12,208.87
25908,25908,515,0.12,58.05
25909,25909,318,0.12,170.81
25910,25910,471,0.12,136.95
25911,25911,412,0.12,3.1
25912,25912,280,0.12,259.92
25913,25913,410,0.12,13.52
