order_item_id,order_id,product_id,seller_id,quantity,unit_price,line_total
21368,10682,5577,549,1,403.18,403.18
21369,10682,2460,51,1,522.37,522.37
21370,10682,3190,324,4,206.05,824.2
21371,10683,3781,265,1,398.16,398.16
21372,10683,6276,438,4,240.9,963.6
21373,10683,5411,342,2,633.71,1267.42
21374,10684,4721,302,4,828.98,3315.92
21375,10684,10953,246,2,544.68,1089.36
21376,10685,3505,211,2,798.01,1596.02
21377,10686,8402,276,4,306.28,1225.12
21378,10687,11451,590,2,104.71,209.42
21379,10687,8710,21,4,594.68,2378.72
21380,10687,10843,287,2,40.78,81.56
21381,10688,11761,115,2,398.65,797.3
21382,10688,6659,104,1,736.32,736.32
21383,10688,7741,13,4,768.21,3072.84
21384,10689,7472,9,3,349.41,1048.23
21385,10689,4591,132,2,145.4,290.8
21386,10689,9246,136,1,589.21,589.21
21387,10690,6404,598,1,14.93,14.93
21388,10690,7656,285,3,412.87,1238.61
21389,10690,2595,189,2,99.65,199.3
21390,10691,4835,151,2,570.41,1140.82
21391,10691,2945,241,4,640.25,2561.0
21392,10692,7519,126,3,551.58,1654.74
21393,10692,2352,492,1,891.57,891.57
21394,10693,3419,171,1,581.84,581.84
21395,10694,8880,249,1,419.24,419.24
21396,10695,5349,28,2,193.94,387.88
21397,10695,11891,310,3,605.98,1817.94
21398,10695,9954,518,3,530.82,1592.46
21399,10696,6313,362,4,725.55,2902.2
21400,10696,4963,243,3,496.95,1490.85
21401,10696,6536,590,3,193.67,581.01
21402,10697,11675,256,2,757.66,1515.32
21403,10697,11872,33,1,213.5,213.5
21404,10698,7721,90,4,721.29,2885.16
21405,10698,11290,458,4,553.03,2212.12
21406,10699,2762,179,3,565.45,1696.35
21407,10699,8804,248,1,53.78,53.78
21408,10699,9295,194,4,29.13,116.52
21409,10700,9308,185,1,782.8,782.8
21410,10700,1382,308,2,357.28,714.56
21411,10701,2811,283,3,408.54,1225.62
21412,10701,1033,594,3,713.49,2140.47
21413,10702,2285,260,1,31.56,31.56
21414,10702,4952,298,2,502.58,1005.16
21415,10703,8523,567,1,165.21,165.21
21416,10704,8692,61,3,481.32,1443.96
21417,10705,3782,164,3,650.22,1950.66
21418,10705,9174,69,1,311.86,311.86
21419,10706,1987,407,1,432.22,432.22
21420,10706,65,80,2,688.4,1376.8
21421,10707,5448,542,3,7.51,22.53
21422,10708,2846,49,1,149.97,149.97
21423,10708,7254,540,4,789.41,3157.64
21424,10708,11761,115,3,398.65,1195.95
21425,10709,4086,300,2,416.84,833.68
21426,10709,781,238,2,254.36,508.72
21427,10709,10861,37,2,663.48,1326.96
21428,10710,4128,398,3,368.83,1106.49
21429,10710,2405,288,4,885.22,3540.88
21430,10710,9524,47,2,142.8,285.6
21431,10711,5654,560,4,151.74,606.96
21432,10712,4003,367,2,107.43,214.86
21433,10712,3413,231,2,418.5,837.0
21434,10713,3283,561,3,852.98,2558.94
21435,10714,9399,504,1,306.42,306.42
21436,10714,3805,485,2,683.95,1367.9
21437,10715,6553,308,1,71.37,71.37
21438,10715,1020,484,3,642.94,1928.82
21439,10715,9766,439,3,713.87,2141.61
21440,10716,1812,417,4,28.39,113.56
21441,10716,4637,576,4,552.08,2208.32
21442,10717,1885,597,4,832.7,3330.8
21443,10717,8440,444,3,523.79,1571.37
21444,10718,11519,335,2,82.39,164.78
21445,10718,11971,235,3,166.28,498.84
21446,10718,2823,285,1,392.38,392.38
21447,10719,84,494,3,304.91,914.73
21448,10719,11175,172,4,566.52,2266.08
21449,10720,1799,571,1,414.77,414.77
21450,10721,6633,380,2,70.36,140.72
21451,10721,10126,200,4,165.53,662.12
21452,10722,3941,77,4,38.53,154.12
21453,10722,8870,57,2,297.99,595.98
21454,10723,11230,87,3,632.18,1896.54
21455,10724,3167,33,4,305.01,1220.04
21456,10724,4283,202,4,568.97,2275.88
21457,10724,7654,357,4,899.44,3597.76
21458,10725,1497,205,1,515.33,515.33
21459,10726,2609,430,2,724.67,1449.34
21460,10727,11496,460,1,144.95,144.95
21461,10727,5705,447,2,118.45,236.9
21462,10728,8356,338,2,25.12,50.24
21463,10728,8152,149,3,568.97,1706.91
21464,10729,3739,402,4,49.33,197.32
21465,10730,8737,127,3,473.12,1419.36
21466,10730,5491,544,2,420.95,841.9
21467,10731,6319,530,3,727.92,2183.76
21468,10731,6330,517,2,170.27,340.54
21469,10732,10087,509,4,778.55,3114.2
21470,10733,5173,229,4,881.1,3524.4
21471,10733,3594,423,2,272.01,544.02
21472,10734,6328,528,4,128.57,514.28
21473,10734,7997,491,2,7.25,14.5
21474,10734,2097,272,4,514.63,2058.52
21475,10735,6280,420,4,171.22,684.88
21476,10735,7054,319,3,881.14,2643.42
21477,10736,158,33,2,450.63,901.26
21478,10736,9727,150,3,397.64,1192.92
21479,10737,942,83,4,216.37,865.48
21480,10738,8077,145,2,435.7,871.4
21481,10739,815,420,2,517.38,1034.76
21482,10739,10407,516,2,7.48,14.96
21483,10740,11410,144,2,703.75,1407.5
21484,10740,3326,199,3,692.38,2077.14
21485,10740,2646,99,2,485.85,971.7
21486,10741,4457,440,1,148.21,148.21
21487,10742,6227,372,4,885.83,3543.32
21488,10743,1560,466,3,675.39,2026.17
21489,10743,2259,442,1,776.45,776.45
21490,10744,6466,380,4,479.09,1916.36
21491,10744,7919,260,2,394.53,789.06
21492,10745,10645,250,2,411.11,822.22
21493,10745,7386,235,2,587.57,1175.14
21494,10746,1885,597,1,832.7,832.7
21495,10746,11690,203,2,862.19,1724.38
21496,10746,4751,433,2,225.16,450.32
21497,10747,6872,207,1,518.71,518.71
21498,10747,1058,82,1,55.09,55.09
21499,10748,1130,311,2,384.72,769.44
21500,10748,1081,216,4,606.33,2425.32
21501,10749,6439,595,3,691.12,2073.36
21502,10749,2380,360,1,67.98,67.98
21503,10750,1213,107,4,744.49,2977.96
21504,10750,10281,51,2,544.68,1089.36
21505,10750,7595,48,4,290.78,1163.12
21506,10751,1774,78,3,723.93,2171.79
21507,10752,2701,31,1,582.82,582.82
21508,10753,1028,267,4,645.79,2583.16
21509,10753,1677,564,4,654.97,2619.88
21510,10753,9697,475,2,394.19,788.38
21511,10754,2887,505,1,674.84,674.84
21512,10754,9826,115,1,733.75,733.75
21513,10754,11092,136,2,805.18,1610.36
21514,10755,3335,75,4,434.9,1739.6
21515,10755,6130,419,3,894.06,2682.18
21516,10755,1984,138,2,56.85,113.7
21517,10756,3652,482,2,34.68,69.36
21518,10756,6174,471,1,652.13,652.13
21519,10757,5967,219,3,723.49,2170.47
21520,10758,3663,419,3,94.94,284.82
21521,10759,1719,556,4,329.87,1319.48
21522,10759,11042,512,1,760.77,760.77
21523,10760,785,209,2,847.91,1695.82
21524,10760,8462,52,3,21.32,63.96
21525,10760,3166,174,2,841.14,1682.28
21526,10761,3885,527,3,844.11,2532.33
21527,10762,1434,203,2,450.09,900.18
21528,10763,10185,484,2,200.23,400.46
21529,10763,2043,522,4,565.3,2261.2
21530,10763,11250,311,2,126.4,252.8
21531,10764,3806,439,1,381.11,381.11
21532,10765,8944,286,2,153.68,307.36
21533,10766,2071,386,3,175.39,526.17
21534,10767,9683,272,2,666.37,1332.74
21535,10768,9436,497,3,380.45,1141.35
21536,10768,6087,226,1,558.31,558.31
21537,10768,795,9,1,127.49,127.49
21538,10769,8312,502,4,655.12,2620.48
21539,10769,10629,336,3,857.89,2573.67
21540,10770,5993,210,3,826.71,2480.13
21541,10770,4831,261,4,176.27,705.08
21542,10771,11336,555,2,596.95,1193.9
21543,10771,6100,554,3,394.66,1183.98
21544,10772,2634,135,4,675.62,2702.48
21545,10772,1931,446,2,28.48,56.96
21546,10772,8404,216,2,746.12,1492.24
21547,10773,10035,504,1,81.77,81.77
21548,10773,2691,391,2,275.36,550.72
21549,10774,11949,354,3,402.16,1206.48
21550,10774,2964,536,1,771.38,771.38
21551,10774,10564,100,4,128.16,512.64
21552,10775,4020,270,2,637.51,1275.02
21553,10775,9654,99,3,272.86,818.58
21554,10776,30,401,2,483.36,966.72
21555,10777,10765,219,3,384.94,1154.82
21556,10777,3111,385,3,528.37,1585.11
21557,10778,1389,42,4,676.24,2704.96
21558,10778,1061,42,4,242.85,971.4
21559,10778,7592,365,3,474.46,1423.38
21560,10779,5617,13,4,48.01,192.04
21561,10779,5084,54,3,133.06,399.18
21562,10779,11665,516,2,336.62,673.24
21563,10780,7580,561,3,112.57,337.71
21564,10780,7976,415,1,137.2,137.2
21565,10780,5928,278,1,431.57,431.57
21566,10781,2335,274,4,532.0,2128.0
21567,10781,8946,452,1,351.94,351.94
21568,10781,407,39,4,149.28,597.12
21569,10782,5126,194,1,16.98,16.98
21570,10783,235,388,1,705.54,705.54
21571,10784,7562,295,2,888.13,1776.26
21572,10785,8225,540,1,885.6,885.6
21573,10786,1866,112,2,279.16,558.32
21574,10786,4619,381,4,699.98,2799.92
21575,10786,9489,569,4,332.27,1329.08
21576,10787,4717,331,3,318.95,956.85
21577,10787,6301,505,2,469.73,939.46
21578,10788,1523,577,2,772.0,1544.0
21579,10788,848,242,2,417.92,835.84
21580,10788,2847,288,3,354.79,1064.37
21581,10789,6128,83,4,102.59,410.36
21582,10790,517,219,4,512.87,2051.48
21583,10791,4665,392,4,346.53,1386.12
21584,10791,11608,102,4,16.23,64.92
21585,10792,5647,228,3,153.51,460.53
21586,10793,9631,501,4,90.81,363.24
21587,10793,9318,136,4,439.64,1758.56
21588,10794,6250,408,3,791.24,2373.72
21589,10794,4628,416,4,38.39,153.56
21590,10795,4179,558,1,254.03,254.03
21591,10795,2196,334,2,159.42,318.84
21592,10796,8195,30,3,98.31,294.93
21593,10796,6650,508,4,340.58,1362.32
21594,10796,10901,250,3,444.36,1333.08
21595,10797,1151,272,1,292.35,292.35
21596,10797,8992,385,4,99.11,396.44
21597,10798,5010,43,2,493.3,986.6
21598,10798,6587,592,1,324.93,324.93
21599,10799,686,566,4,51.66,206.64
21600,10799,1898,158,3,102.04,306.12
21601,10799,6575,194,2,414.95,829.9
21602,10800,9340,152,4,772.3,3089.2
21603,10801,4989,463,1,568.1,568.1
21604,10802,983,197,1,238.56,238.56
21605,10803,6412,55,4,609.55,2438.2
21606,10804,11290,458,3,553.03,1659.09
21607,10804,4374,160,1,789.54,789.54
21608,10804,2537,424,4,660.76,2643.04
21609,10805,8156,50,2,284.57,569.14
21610,10806,8791,197,1,589.45,589.45
21611,10807,7161,592,3,822.94,2468.82
21612,10807,7193,273,4,329.94,1319.76
21613,10807,4310,113,3,757.5,2272.5
21614,10808,8684,276,4,363.11,1452.44
21615,10808,5887,321,3,318.78,956.34
21616,10808,5158,161,2,824.62,1649.24
21617,10809,7210,50,4,862.28,3449.12
21618,10809,11521,281,4,506.0,2024.0
21619,10810,4825,89,4,8.46,33.84
21620,10810,1953,85,4,786.72,3146.88
21621,10811,11539,507,4,720.87,2883.48
21622,10811,4028,435,1,228.6,228.6
21623,10812,7453,589,4,289.56,1158.24
21624,10812,6912,191,2,76.0,152.0
21625,10812,785,209,3,847.91,2543.73
21626,10813,9333,26,3,226.92,680.76
21627,10813,5864,266,1,802.96,802.96
21628,10813,6932,461,2,734.05,1468.1
21629,10814,9222,492,2,373.7,747.4
21630,10814,9367,107,4,769.12,3076.48
21631,10815,256,436,1,483.21,483.21
21632,10816,9937,379,3,180.57,541.71
21633,10816,10451,374,1,872.6,872.6
21634,10816,4635,372,3,710.48,2131.44
21635,10817,1499,475,4,584.8,2339.2
21636,10817,8949,316,2,634.4,1268.8
21637,10817,9782,122,1,433.01,433.01
21638,10818,1556,101,4,621.28,2485.12
21639,10818,422,133,1,333.22,333.22
21640,10819,1630,210,3,802.71,2408.13
21641,10819,8638,397,3,168.59,505.77
21642,10819,10201,220,1,678.03,678.03
21643,10820,3983,367,1,667.62,667.62
21644,10821,8005,335,4,94.92,379.68
21645,10822,748,53,1,427.72,427.72
21646,10822,1322,69,1,485.55,485.55
21647,10823,6823,359,1,844.25,844.25
21648,10824,4460,485,1,474.44,474.44
21649,10824,2912,266,1,465.35,465.35
21650,10825,8082,34,1,599.23,599.23
21651,10826,11387,471,2,493.02,986.04
21652,10826,5453,406,1,115.94,115.94
21653,10827,8053,463,4,422.28,1689.12
21654,10828,9872,267,2,124.98,249.96
21655,10828,877,54,1,462.97,462.97
21656,10829,1015,585,1,370.84,370.84
21657,10830,11074,568,2,33.07,66.14
21658,10830,7447,57,4,833.06,3332.24
21659,10831,1625,53,3,567.15,1701.45
21660,10832,896,182,2,766.58,1533.16
21661,10832,4117,471,1,570.63,570.63
21662,10832,6850,356,4,224.54,898.16
21663,10833,8093,161,3,747.17,2241.51
21664,10834,4561,272,4,580.1,2320.4
21665,10834,9553,426,2,693.83,1387.66
21666,10835,6608,310,1,43.44,43.44
21667,10835,8055,435,1,804.95,804.95
21668,10836,6863,45,1,558.65,558.65
21669,10837,3806,439,2,381.11,762.22
21670,10838,10363,26,3,765.88,2297.64
21671,10838,4023,20,2,297.15,594.3
21672,10839,8010,217,4,438.56,1754.24
21673,10840,6410,191,2,51.94,103.88
21674,10841,2609,430,4,724.67,2898.68
21675,10841,2023,229,2,703.56,1407.12
21676,10842,7300,551,3,659.76,1979.28
21677,10842,2855,449,2,387.04,774.08
21678,10843,335,378,1,812.43,812.43
21679,10844,1952,442,4,98.15,392.6
21680,10844,11978,132,2,186.01,372.02
21681,10844,981,310,2,363.65,727.3
21682,10845,2048,343,4,872.69,3490.76
21683,10845,506,403,2,527.36,1054.72
21684,10845,7551,3,3,573.91,1721.73
21685,10846,9985,331,2,883.5,1767.0
21686,10847,6102,562,1,826.14,826.14
21687,10848,687,129,2,632.69,1265.38
21688,10849,4777,348,2,238.72,477.44
21689,10849,4663,274,2,675.66,1351.32
21690,10850,11331,158,4,420.89,1683.56
21691,10850,9683,272,2,666.37,1332.74
21692,10851,1706,438,2,513.52,1027.04
21693,10851,1635,226,3,726.1,2178.3
21694,10851,9934,367,2,515.89,1031.78
21695,10852,5313,103,4,596.21,2384.84
21696,10853,3409,444,4,824.7,3298.8
21697,10854,5876,292,4,677.37,2709.48
21698,10855,7463,253,1,490.3,490.3
21699,10855,5126,194,4,16.98,67.92
21700,10855,3319,482,3,143.38,430.14
21701,10856,1927,559,2,137.4,274.8
21702,10856,11083,303,1,387.77,387.77
21703,10856,8842,248,2,727.39,1454.78
21704,10857,7911,252,4,683.57,2734.28
21705,10858,9228,234,2,375.44,750.88
21706,10858,9021,83,3,232.86,698.58
21707,10858,8097,192,2,176.28,352.56
21708,10859,6028,126,4,668.79,2675.16
21709,10860,1592,70,1,464.47,464.47
21710,10861,2271,61,1,111.06,111.06
21711,10862,415,16,2,690.84,1381.68
21712,10863,11795,272,1,867.29,867.29
21713,10864,2743,454,2,240.07,480.14
21714,10865,6001,481,4,324.87,1299.48
21715,10865,11967,564,3,394.82,1184.46
21716,10866,8251,3,1,622.66,622.66
21717,10866,2551,343,1,403.73,403.73
21718,10867,1388,314,3,406.78,1220.34
21719,10867,1959,298,2,520.25,1040.5
21720,10868,64,302,4,483.51,1934.04
21721,10869,111,481,2,143.47,286.94
21722,10870,320,516,3,649.91,1949.73
21723,10870,11715,93,2,218.71,437.42
21724,10870,7818,154,4,288.91,1155.64
21725,10871,8026,217,3,199.68,599.04
21726,10871,4901,42,4,802.02,3208.08
21727,10872,8698,424,1,130.42,130.42
21728,10872,8976,154,1,878.03,878.03
21729,10872,6890,143,3,49.9,149.7
21730,10873,8542,469,4,207.69,830.76
21731,10873,11406,424,4,717.57,2870.28
21732,10874,9812,223,2,176.81,353.62
21733,10875,2897,387,4,459.19,1836.76
21734,10876,3127,270,2,236.94,473.88
21735,10876,5446,49,1,192.76,192.76
21736,10876,307,198,4,403.95,1615.8
21737,10877,266,37,1,419.43,419.43
21738,10877,5593,140,3,717.99,2153.97
21739,10877,4610,171,1,47.38,47.38
21740,10878,1861,290,1,729.68,729.68
21741,10878,5969,223,3,194.04,582.12
21742,10878,383,541,4,854.14,3416.56
21743,10879,1311,47,1,346.42,346.42
21744,10880,2749,387,2,739.83,1479.66
21745,10881,11912,583,3,661.96,1985.88
21746,10882,11316,127,1,666.41,666.41
21747,10882,2424,347,1,135.34,135.34
21748,10882,1081,216,4,606.33,2425.32
21749,10883,10916,435,1,833.77,833.77
21750,10883,9449,321,1,229.1,229.1
21751,10883,11062,192,2,609.63,1219.26
21752,10884,5785,209,2,79.8,159.6
21753,10885,6525,427,2,428.22,856.44
21754,10885,2232,119,1,145.87,145.87
21755,10885,9553,426,1,693.83,693.83
21756,10886,1570,181,1,342.15,342.15
21757,10886,7587,257,2,360.69,721.38
21758,10887,3756,517,1,29.31,29.31
21759,10888,8263,232,3,813.9,2441.7
21760,10888,4393,557,2,849.27,1698.54
21761,10889,7098,69,2,692.37,1384.74
21762,10890,192,168,1,128.11,128.11
21763,10891,6929,400,1,270.54,270.54
21764,10892,3117,420,1,312.08,312.08
21765,10893,11448,48,2,295.78,591.56
21766,10893,8230,36,1,600.03,600.03
21767,10894,8929,32,1,66.38,66.38
21768,10894,3437,302,4,225.42,901.68
21769,10895,5340,203,4,185.77,743.08
21770,10896,9289,548,3,343.82,1031.46
21771,10896,9852,365,2,607.61,1215.22
21772,10897,2105,257,2,872.3,1744.6
21773,10897,8108,369,2,225.22,450.44
21774,10898,782,566,2,460.27,920.54
21775,10899,5289,391,4,178.35,713.4
21776,10900,1442,125,1,120.83,120.83
21777,10900,10492,414,1,77.78,77.78
21778,10901,4177,566,3,862.24,2586.72
21779,10901,9423,105,2,832.56,1665.12
21780,10901,8231,160,1,856.28,856.28
21781,10902,1428,475,3,809.68,2429.04
21782,10902,7353,414,2,536.14,1072.28
21783,10903,6521,210,4,364.13,1456.52
21784,10903,11986,472,1,178.02,178.02
21785,10904,8998,401,2,147.73,295.46
21786,10904,11399,22,1,86.83,86.83
21787,10904,3699,330,2,549.22,1098.44
21788,10905,8631,454,1,199.15,199.15
21789,10906,3447,394,3,537.78,1613.34
21790,10906,10037,52,2,844.44,1688.88
21791,10906,2920,428,3,452.05,1356.15
21792,10907,10531,194,4,416.73,1666.92
21793,10907,9140,562,2,581.74,1163.48
21794,10907,2241,467,3,789.79,2369.37
21795,10908,10669,233,1,595.21,595.21
21796,10908,140,284,1,311.22,311.22
21797,10908,6513,473,3,741.83,2225.49
21798,10909,3720,400,2,70.71,141.42
21799,10910,2836,255,1,282.46,282.46
21800,10910,11932,279,3,623.06,1869.18
21801,10911,2685,392,2,61.9,123.8
21802,10912,4764,473,1,527.27,527.27
21803,10912,9789,569,2,400.67,801.34
21804,10913,3501,401,3,200.45,601.35
21805,10913,2481,231,1,6.41,6.41
21806,10914,9719,351,2,211.14,422.28
21807,10914,7203,514,4,160.3,641.2
21808,10915,9892,478,1,646.53,646.53
21809,10915,8581,526,1,326.17,326.17
21810,10916,5573,44,3,54.8,164.4
21811,10916,3647,409,2,756.86,1513.72
21812,10917,4844,363,3,725.7,2177.1
21813,10917,10828,379,3,88.07,264.21
21814,10918,4442,575,4,349.07,1396.28
21815,10919,4087,463,1,27.88,27.88
21816,10919,9785,108,2,737.57,1475.14
21817,10920,2834,304,2,169.28,338.56
21818,10920,9406,408,2,597.16,1194.32
21819,10920,8188,451,1,71.54,71.54
21820,10921,11628,32,3,385.07,1155.21
21821,10922,4440,353,2,895.93,1791.86
21822,10922,6630,512,4,777.61,3110.44
21823,10922,4672,525,3,173.09,519.27
21824,10923,9967,111,3,344.13,1032.39
21825,10923,3170,598,1,13.92,13.92
21826,10924,1568,340,2,103.15,206.3
21827,10924,10698,301,1,809.7,809.7
21828,10925,8329,425,4,774.42,3097.68
21829,10925,3664,586,3,880.45,2641.35
21830,10926,3202,25,2,675.53,1351.06
21831,10927,4742,289,4,242.29,969.16
21832,10928,10942,380,1,236.51,236.51
21833,10928,6936,144,2,395.02,790.04
21834,10928,2460,51,1,522.37,522.37
21835,10929,1167,384,3,134.96,404.88
21836,10929,4533,7,3,699.61,2098.83
21837,10930,2290,247,1,128.7,128.7
21838,10930,8234,220,1,21.58,21.58
21839,10930,9524,47,1,142.8,142.8
21840,10931,3732,273,3,12.16,36.48
21841,10931,5173,229,3,881.1,2643.3
21842,10931,4617,318,1,543.83,543.83
21843,10932,3423,508,3,679.41,2038.23
21844,10933,2782,208,3,544.33,1632.99
21845,10933,1080,544,4,97.1,388.4
21846,10934,6527,509,1,461.07,461.07
21847,10934,113,504,4,833.48,3333.92
21848,10934,8719,11,1,408.35,408.35
21849,10935,8674,503,1,833.81,833.81
21850,10935,3374,488,4,624.0,2496.0
21851,10936,3817,322,3,780.75,2342.25
21852,10936,317,576,2,354.26,708.52
21853,10937,2518,6,1,84.61,84.61
21854,10937,11797,214,4,142.3,569.2
21855,10938,3618,256,3,342.16,1026.48
21856,10939,10567,358,3,775.53,2326.59
21857,10939,5108,509,2,744.59,1489.18
21858,10939,9426,8,2,718.72,1437.44
21859,10940,3560,528,1,558.03,558.03
21860,10940,8685,306,3,684.76,2054.28
21861,10941,1025,164,2,418.67,837.34
21862,10941,9946,24,1,130.83,130.83
21863,10942,8228,274,4,204.48,817.92
21864,10942,11732,413,2,616.73,1233.46
21865,10943,7587,257,2,360.69,721.38
21866,10944,7677,411,2,692.22,1384.44
21867,10945,5922,504,1,277.49,277.49
21868,10945,6258,487,3,415.44,1246.32
21869,10946,11692,529,4,366.83,1467.32
21870,10947,369,394,4,524.95,2099.8
21871,10947,10389,501,2,379.0,758.0
21872,10948,3169,72,2,327.54,655.08
21873,10948,8939,239,2,803.25,1606.5
21874,10948,7782,85,2,160.74,321.48
21875,10949,8779,552,1,124.92,124.92
21876,10950,728,265,1,709.12,709.12
21877,10951,3702,428,4,184.07,736.28
21878,10951,10192,288,3,786.97,2360.91
21879,10951,5478,21,1,818.08,818.08
21880,10952,5967,219,3,723.49,2170.47
21881,10952,9345,504,3,410.54,1231.62
21882,10952,5617,13,3,48.01,144.03
21883,10953,554,285,2,151.95,303.9
21884,10953,6273,402,4,879.18,3516.72
21885,10954,11987,265,1,840.59,840.59
21886,10954,7292,424,4,845.88,3383.52
21887,10955,2686,130,1,163.48,163.48
21888,10956,11617,583,1,42.45,42.45
21889,10956,11813,175,3,330.82,992.46
21890,10957,8850,56,4,563.14,2252.56
21891,10957,5666,555,1,417.61,417.61
21892,10958,2822,129,4,223.76,895.04
21893,10958,6579,183,3,748.31,2244.93
21894,10958,6072,441,3,593.99,1781.97
21895,10959,9817,452,2,212.49,424.98
21896,10959,6177,412,1,8.33,8.33
21897,10960,2776,437,1,804.4,804.4
21898,10960,1806,123,2,730.68,1461.36
21899,10961,7594,295,1,373.25,373.25
21900,10961,10004,533,1,852.88,852.88
21901,10962,11255,142,4,607.05,2428.2
21902,10962,8509,449,4,463.05,1852.2
21903,10962,8075,369,2,69.78,139.56
21904,10963,7935,387,1,517.06,517.06
21905,10963,10620,109,3,789.91,2369.73
21906,10964,6848,29,4,591.4,2365.6
21907,10965,4939,317,2,357.18,714.36
21908,10965,9579,476,3,572.37,1717.11
21909,10965,4809,370,2,496.37,992.74
21910,10966,6657,566,4,667.15,2668.6
21911,10967,7945,489,2,253.5,507.0
21912,10967,4712,552,3,784.8,2354.4
21913,10967,11082,118,3,604.38,1813.14
21914,10968,8008,515,4,62.89,251.56
21915,10969,3031,329,2,609.21,1218.42
21916,10969,6609,519,1,275.93,275.93
21917,10969,9244,404,1,245.77,245.77
21918,10970,11595,514,2,470.12,940.24
21919,10971,9532,274,1,431.86,431.86
21920,10972,6853,529,3,420.77,1262.31
21921,10972,10316,1,4,30.19,120.76
21922,10973,3606,544,2,757.39,1514.78
21923,10973,1248,582,3,374.02,1122.06
21924,10973,2590,315,3,630.5,1891.5
21925,10974,9796,119,2,227.91,455.82
21926,10974,5980,151,1,425.37,425.37
21927,10974,2706,181,2,800.81,1601.62
21928,10975,1614,143,1,694.06,694.06
21929,10975,4692,441,3,532.18,1596.54
21930,10975,10477,326,2,545.32,1090.64
21931,10976,9124,425,1,774.52,774.52
21932,10976,10477,326,4,545.32,2181.28
21933,10976,308,560,4,311.88,1247.52
21934,10977,7019,259,2,144.89,289.78
21935,10977,2825,56,1,29.5,29.5
21936,10977,5664,434,4,778.51,3114.04
21937,10978,3565,80,3,778.56,2335.68
21938,10979,6500,22,2,450.22,900.44
21939,10979,10307,259,4,651.37,2605.48
21940,10980,5272,19,2,624.01,1248.02
21941,10981,2774,545,2,584.29,1168.58
21942,10981,9001,512,2,861.34,1722.68
21943,10981,6799,446,4,87.85,351.4
21944,10982,5439,72,2,615.27,1230.54
21945,10982,900,174,2,887.7,1775.4
21946,10982,4940,479,3,559.51,1678.53
21947,10983,10766,207,3,116.57,349.71
21948,10983,2792,461,1,282.0,282.0
21949,10984,5162,294,1,543.25,543.25
21950,10984,9530,571,2,846.94,1693.88
21951,10985,9333,26,1,226.92,226.92
21952,10986,3167,33,2,305.01,610.02
21953,10986,11641,358,4,760.65,3042.6
21954,10986,8804,248,4,53.78,215.12
21955,10987,5010,43,3,493.3,1479.9
21956,10987,2,463,3,214.76,644.28
21957,10987,6881,461,2,551.97,1103.94
21958,10988,7525,553,4,151.94,607.76
21959,10988,3947,23,2,391.64,783.28
21960,10988,8864,312,1,837.25,837.25
21961,10989,998,499,3,886.52,2659.56
21962,10989,1863,509,3,8.01,24.03
21963,10990,7016,258,1,357.51,357.51
21964,10990,4463,308,3,784.77,2354.31
21965,10991,10397,463,3,502.29,1506.87
21966,10991,11198,109,4,583.16,2332.64
21967,10991,6618,530,1,794.98,794.98
21968,10992,7531,390,2,401.5,803.0
21969,10992,5676,417,3,829.39,2488.17
21970,10993,7265,174,4,146.22,584.88
21971,10993,4628,416,4,38.39,153.56
21972,10993,4874,589,3,748.69,2246.07
21973,10994,186,402,4,886.02,3544.08
21974,10995,8561,482,4,563.31,2253.24
21975,10995,5030,238,3,696.56,2089.68
21976,10996,3127,270,2,236.94,473.88
21977,10996,3722,498,2,351.79,703.58
21978,10997,3162,177,2,94.2,188.4
21979,10997,5666,555,3,417.61,1252.83
21980,10998,8721,299,3,885.93,2657.79
21981,10998,943,93,1,224.03,224.03
21982,10998,5529,161,2,175.71,351.42
21983,10999,10321,526,1,509.4,509.4
21984,10999,5670,426,2,825.65,1651.3
21985,11000,4724,50,3,198.52,595.56
21986,11000,3580,429,3,28.96,86.88
21987,11001,10532,184,1,850.04,850.04
21988,11001,8750,507,1,299.28,299.28
21989,11002,1571,229,3,779.67,2339.01
21990,11002,11075,570,3,593.54,1780.62
21991,11003,9628,16,3,91.37,274.11
21992,11003,357,155,1,388.61,388.61
21993,11003,3031,329,1,609.21,609.21
21994,11004,11627,393,3,49.11,147.33
21995,11004,3526,582,4,256.37,1025.48
21996,11005,5907,343,4,89.84,359.36
21997,11006,8767,176,1,477.86,477.86
21998,11006,6477,230,3,186.75,560.25
21999,11006,854,499,1,675.34,675.34
22000,11007,10583,55,2,349.46,698.92
22001,11008,11856,53,2,883.34,1766.68
22002,11008,1737,74,1,553.39,553.39
22003,11009,7982,93,2,791.94,1583.88
22004,11010,7282,194,3,200.56,601.68
22005,11010,7158,58,3,665.75,1997.25
22006,11010,9872,267,1,124.98,124.98
22007,11011,5656,145,3,769.2,2307.6
22008,11011,11214,547,1,460.39,460.39
22009,11011,5391,140,3,130.03,390.09
22010,11012,6902,347,4,174.19,696.76
22011,11012,134,175,1,340.3,340.3
22012,11013,7680,48,4,113.21,452.84
22013,11014,6232,211,4,728.49,2913.96
22014,11014,7920,458,4,731.12,2924.48
22015,11015,8131,182,3,717.49,2152.47
22016,11015,2925,510,1,576.25,576.25
22017,11015,4169,295,2,795.98,1591.96
22018,11016,8375,558,2,807.84,1615.68
22019,11016,7574,175,1,827.59,827.59
22020,11016,1778,399,1,654.51,654.51
