review_id,product_id,customer_id,rating,review_text,review_date
3667,10695,5221,2,Great quality for the price.,2025-04-05
3668,5562,3000,3,Exceeded my expectations!,2024-04-29
3669,4340,99,3,Excellent value for money.,2025-12-31
3670,8040,7430,2,Item arrived damaged.,2026-05-14
3671,8859,2247,4,"Average product, does the job.",2025-04-23
3672,2930,3089,3,Item arrived damaged.,2026-03-20
3673,11036,1597,5,Exceeded my expectations!,2024-03-31
3674,8365,6,2,Fast shipping and good packaging.,2023-08-22
3675,3507,1704,5,Exceeded my expectations!,2025-01-14
3676,178,6473,5,Excellent value for money.,2025-10-07
3677,8990,119,2,Exceeded my expectations!,2023-03-18
3678,5658,1316,3,Works exactly as described.,2024-01-18
3679,7437,5248,5,Great quality for the price.,2023-05-19
3680,2007,4237,3,Customer service was helpful.,2025-12-28
3681,1571,6477,2,Item arrived damaged.,2026-03-11
3682,5103,1599,4,Customer service was helpful.,2023-03-17
3683,9496,370,1,"Average product, does the job.",2025-05-13
3684,4801,4974,4,"Average product, does the job.",2024-01-27
3685,11290,2210,4,Fast shipping and good packaging.,2024-05-19
3686,5450,345,4,Great quality for the price.,2024-10-21
3687,10866,2822,2,"Not what I expected, quite disappointed.",2023-10-12
3688,10746,794,3,Fast shipping and good packaging.,2024-02-07
3689,9727,6669,1,Item arrived damaged.,2025-08-28
3690,10536,681,3,Great quality for the price.,2024-06-20
3691,10464,6838,2,"Average product, does the job.",2023-11-15
3692,1868,5062,3,Excellent value for money.,2025-03-01
3693,5124,7884,2,Item arrived damaged.,2024-02-16
3694,5517,2608,1,Exceeded my expectations!,2025-06-10
3695,6043,4543,2,Item arrived damaged.,2023-11-29
3696,6020,5783,4,"Not what I expected, quite disappointed.",2023-03-10
3697,434,315,2,Fast shipping and good packaging.,2025-11-15
3698,183,6726,2,Fast shipping and good packaging.,2025-07-18
3699,6101,2231,4,Great quality for the price.,2025-04-29
3700,7597,3140,2,Would buy again.,2026-04-11
3701,1198,7305,1,Exceeded my expectations!,2023-07-19
3702,8796,7130,3,Great quality for the price.,2024-01-02
3703,1132,4928,4,Works exactly as described.,2025-10-16
3704,4938,3558,1,Great quality for the price.,2024-05-01
3705,6150,7445,3,Great quality for the price.,2023-09-08
3706,6561,6198,1,Would buy again.,2025-11-20
3707,5971,2244,2,Item arrived damaged.,2023-03-22
3708,11644,1884,4,Exceeded my expectations!,2026-04-27
3709,8062,3552,3,Exceeded my expectations!,2025-07-05
3710,11030,549,1,Works exactly as described.,2024-11-23
3711,9581,5505,1,Excellent value for money.,2023-01-06
3712,7391,2142,1,Fast shipping and good packaging.,2024-12-13
3713,10842,7483,4,Great quality for the price.,2025-06-16
3714,6268,2075,5,"Average product, does the job.",2025-06-04
3715,7107,5819,2,Exceeded my expectations!,2023-09-05
3716,2411,4091,3,Would buy again.,2026-01-11
3717,8496,1621,4,Great quality for the price.,2024-01-26
3718,9624,7281,2,Exceeded my expectations!,2025-08-22
3719,7118,2827,3,"Average product, does the job.",2026-03-05
3720,3974,788,4,Works exactly as described.,2025-07-02
3721,8036,2490,3,"Not what I expected, quite disappointed.",2024-02-16
3722,10654,3170,3,Great quality for the price.,2024-02-18
3723,2386,593,5,Exceeded my expectations!,2024-09-13
3724,11798,1218,2,Would buy again.,2026-01-31
3725,7074,5642,2,"Average product, does the job.",2025-10-04
3726,11103,3653,2,Excellent value for money.,2023-12-29
3727,873,2414,5,Would buy again.,2024-12-27
3728,7416,5406,5,Great quality for the price.,2023-02-14
3729,9724,7173,4,Would buy again.,2023-06-12
3730,3396,4713,2,"Average product, does the job.",2025-01-26
3731,6390,7215,5,Customer service was helpful.,2025-03-01
3732,10649,705,2,"Average product, does the job.",2024-08-22
3733,11017,2119,2,Excellent value for money.,2023-05-12
3734,2783,4248,4,Works exactly as described.,2025-09-25
3735,497,5458,3,Exceeded my expectations!,2025-02-28
3736,6489,5684,2,Great quality for the price.,2025-09-17
3737,2571,2852,2,"Average product, does the job.",2024-07-02
3738,11017,5005,1,Would buy again.,2024-06-19
3739,5662,5079,3,"Average product, does the job.",2024-01-22
3740,8742,1633,5,"Not what I expected, quite disappointed.",2024-03-07
3741,8330,5074,5,Item arrived damaged.,2023-08-04
3742,156,4910,1,Works exactly as described.,2023-12-28
3743,2570,7795,2,Great quality for the price.,2026-01-31
3744,1218,3494,1,Excellent value for money.,2025-09-19
3745,10082,6096,5,"Not what I expected, quite disappointed.",2025-07-09
3746,841,1619,4,Works exactly as described.,2025-01-03
3747,11086,675,2,Works exactly as described.,2026-04-10
3748,8205,750,4,Fast shipping and good packaging.,2023-01-23
3749,1165,3072,1,Excellent value for money.,2025-08-02
3750,6660,402,3,Excellent value for money.,2024-05-07
3751,820,6157,2,Exceeded my expectations!,2025-05-24
3752,6542,912,3,Customer service was helpful.,2025-04-17
3753,9841,7738,3,Great quality for the price.,2026-04-28
3754,5129,4902,3,Great quality for the price.,2023-01-28
3755,1718,18,2,Great quality for the price.,2026-03-08
3756,3252,1613,1,Exceeded my expectations!,2025-05-24
3757,3513,7918,5,Item arrived damaged.,2023-06-18
3758,1840,221,3,"Average product, does the job.",2024-06-23
3759,4770,5465,5,"Average product, does the job.",2026-06-26
3760,2807,6187,1,Would buy again.,2024-12-18
3761,3682,2567,4,Customer service was helpful.,2026-01-05
3762,11473,3742,5,Item arrived damaged.,2024-05-27
3763,9115,533,5,Works exactly as described.,2026-05-29
3764,1653,626,5,Works exactly as described.,2023-05-31
3765,3316,6170,2,Item arrived damaged.,2024-10-20
3766,9614,2780,4,Works exactly as described.,2025-07-14
3767,7555,977,4,Excellent value for money.,2024-03-22
3768,1061,5052,4,Great quality for the price.,2025-05-20
3769,2685,5900,1,Would buy again.,2026-01-23
3770,1481,7903,4,Would buy again.,2025-06-18
3771,1053,533,5,Customer service was helpful.,2023-05-26
3772,3829,2264,4,Customer service was helpful.,2023-05-14
3773,6305,2758,3,Exceeded my expectations!,2026-06-17
3774,4539,3271,2,Customer service was helpful.,2023-11-18
3775,3552,6577,1,Works exactly as described.,2023-04-15
3776,11593,3269,1,Customer service was helpful.,2025-04-16
3777,2685,2701,2,Great quality for the price.,2024-05-04
3778,6255,816,5,Fast shipping and good packaging.,2025-11-27
3779,7699,1440,2,"Average product, does the job.",2025-02-01
3780,3870,5360,3,Would buy again.,2026-07-01
3781,1240,5052,3,"Not what I expected, quite disappointed.",2023-02-26
3782,5188,7385,2,Works exactly as described.,2025-10-03
3783,5562,5688,4,Item arrived damaged.,2023-03-19
3784,4190,1183,1,Great quality for the price.,2023-04-17
3785,4253,7989,4,Works exactly as described.,2023-03-23
3786,1744,1917,3,Great quality for the price.,2024-04-05
3787,49,3017,5,Great quality for the price.,2024-11-15
3788,2281,6891,5,Item arrived damaged.,2023-10-25
3789,11055,6899,2,Works exactly as described.,2026-02-26
3790,3549,5757,2,"Average product, does the job.",2023-09-05
3791,3733,845,2,Would buy again.,2025-07-19
3792,10350,4812,1,Item arrived damaged.,2025-06-07
3793,2577,3089,2,Fast shipping and good packaging.,2024-04-11
3794,280,7489,1,Fast shipping and good packaging.,2024-03-27
3795,5147,432,1,Excellent value for money.,2025-06-30
3796,9812,6351,1,Would buy again.,2024-01-27
3797,6914,5068,1,Would buy again.,2025-01-15
3798,9020,4659,5,Item arrived damaged.,2024-06-10
3799,2905,2537,5,Great quality for the price.,2024-03-25
3800,8083,7069,5,Great quality for the price.,2023-02-08
3801,9869,3876,2,Item arrived damaged.,2026-05-14
3802,6077,5032,5,"Average product, does the job.",2023-09-19
3803,5920,2552,1,Great quality for the price.,2025-05-06
3804,10859,6370,2,Fast shipping and good packaging.,2026-05-29
3805,4690,3984,4,"Not what I expected, quite disappointed.",2025-07-26
3806,8908,378,4,"Not what I expected, quite disappointed.",2026-05-04
3807,9711,1515,2,Great quality for the price.,2026-04-21
3808,4023,5599,2,Works exactly as described.,2025-06-03
3809,3819,131,4,Great quality for the price.,2023-10-06
3810,8135,293,1,Item arrived damaged.,2023-06-21
3811,164,7257,1,Fast shipping and good packaging.,2024-05-05
3812,7236,3009,4,Excellent value for money.,2025-03-06
3813,9412,1036,3,Excellent value for money.,2024-05-21
3814,6025,5857,2,Works exactly as described.,2023-05-03
3815,10728,2381,4,Customer service was helpful.,2026-04-01
3816,3144,702,1,Exceeded my expectations!,2023-12-25
3817,1567,4959,3,Exceeded my expectations!,2023-08-26
3818,3564,3178,4,"Not what I expected, quite disappointed.",2023-08-22
3819,1615,4913,3,Item arrived damaged.,2026-01-08
3820,3554,7846,4,Excellent value for money.,2025-11-24
3821,5287,4185,4,Great quality for the price.,2024-10-23
3822,609,4857,4,Would buy again.,2025-07-21
3823,11712,7285,2,Item arrived damaged.,2026-06-16
3824,2469,6096,3,Item arrived damaged.,2023-09-11
3825,5622,6965,5,Fast shipping and good packaging.,2024-11-11
3826,3013,3629,1,Excellent value for money.,2024-03-26
3827,302,3955,5,"Not what I expected, quite disappointed.",2024-01-15
3828,6398,2668,5,Fast shipping and good packaging.,2023-10-09
3829,5031,6542,2,"Not what I expected, quite disappointed.",2023-09-28
3830,1997,2217,1,"Not what I expected, quite disappointed.",2025-05-13
3831,8439,4,1,Fast shipping and good packaging.,2024-08-22
3832,4929,2366,2,Customer service was helpful.,2025-05-05
3833,6202,6446,1,Great quality for the price.,2024-09-19
3834,10057,596,5,Customer service was helpful.,2025-04-04
3835,4118,7765,3,"Not what I expected, quite disappointed.",2023-07-13
3836,4913,5036,3,Excellent value for money.,2024-08-01
3837,7902,2329,5,"Not what I expected, quite disappointed.",2023-08-23
3838,11213,5602,3,"Average product, does the job.",2023-03-28
3839,3837,4340,3,Great quality for the price.,2026-02-10
3840,469,5560,3,Exceeded my expectations!,2025-02-09
3841,10484,612,2,Excellent value for money.,2023-05-27
3842,5383,6745,2,"Not what I expected, quite disappointed.",2024-07-02
3843,801,4103,1,Great quality for the price.,2024-02-28
3844,2558,7563,1,"Not what I expected, quite disappointed.",2024-06-10
3845,5566,1664,4,Item arrived damaged.,2025-12-29
3846,6917,5166,1,Works exactly as described.,2024-01-04
3847,4178,4484,5,Customer service was helpful.,2026-03-20
3848,4416,3166,2,Works exactly as described.,2025-04-24
3849,7960,175,5,"Not what I expected, quite disappointed.",2025-07-17
3850,7118,6744,4,Would buy again.,2023-10-05
3851,4156,4497,2,Customer service was helpful.,2023-12-29
3852,3827,5315,4,Great quality for the price.,2023-08-04
3853,9894,2859,4,Works exactly as described.,2025-10-04
3854,7212,6497,3,Customer service was helpful.,2024-07-27
3855,2478,7522,3,Customer service was helpful.,2025-11-23
3856,6982,6497,3,"Average product, does the job.",2024-08-20
3857,3902,7046,4,Fast shipping and good packaging.,2025-03-17
3858,6579,4278,1,Fast shipping and good packaging.,2023-08-17
3859,8143,6067,3,Customer service was helpful.,2025-07-16
3860,2661,2605,2,Item arrived damaged.,2023-07-22
3861,5662,3846,3,Exceeded my expectations!,2024-04-22
3862,4030,1275,3,Exceeded my expectations!,2025-07-16
3863,5908,5332,1,Great quality for the price.,2024-11-20
3864,1566,1294,2,Would buy again.,2023-01-21
3865,11123,6899,3,Excellent value for money.,2025-03-05
3866,11616,787,3,Would buy again.,2023-10-18
3867,8316,1997,1,Exceeded my expectations!,2024-04-10
3868,7345,5915,1,"Not what I expected, quite disappointed.",2023-01-19
3869,5902,7548,3,Works exactly as described.,2023-12-22
3870,4319,5125,5,"Average product, does the job.",2026-03-30
3871,9978,7549,1,Great quality for the price.,2024-03-11
3872,6510,1104,5,Great quality for the price.,2024-02-22
3873,2323,6391,4,Works exactly as described.,2025-09-23
3874,2749,3654,4,Item arrived damaged.,2023-06-21
3875,2361,426,4,Would buy again.,2024-07-17
3876,6487,3368,1,Exceeded my expectations!,2024-11-26
3877,2596,2665,1,Customer service was helpful.,2023-01-27
3878,7314,4762,3,Works exactly as described.,2023-09-06
3879,1446,7827,2,Exceeded my expectations!,2024-10-06
3880,1612,3229,1,Excellent value for money.,2024-01-05
3881,11641,5244,2,"Average product, does the job.",2023-01-20
3882,7315,7344,2,Item arrived damaged.,2024-09-30
3883,4161,1515,5,Works exactly as described.,2025-11-07
3884,5580,3730,5,Great quality for the price.,2024-10-01
3885,2489,7805,5,Item arrived damaged.,2025-09-11
3886,7212,315,4,Would buy again.,2023-08-18
3887,2897,2503,5,Customer service was helpful.,2024-09-18
3888,7077,2478,3,Excellent value for money.,2025-03-29
3889,8888,5937,1,Excellent value for money.,2023-10-12
3890,10232,7514,4,"Not what I expected, quite disappointed.",2023-08-08
3891,1570,6066,3,Exceeded my expectations!,2024-02-08
3892,6485,3762,4,Exceeded my expectations!,2023-11-25
3893,9080,1810,2,Great quality for the price.,2024-01-26
3894,5184,2659,2,Great quality for the price.,2024-04-21
3895,7040,295,1,Item arrived damaged.,2023-01-23
3896,8790,1923,5,Item arrived damaged.,2024-01-17
3897,4709,282,1,Excellent value for money.,2026-06-19
3898,4463,1098,3,Would buy again.,2024-03-03
3899,4734,1381,1,Fast shipping and good packaging.,2023-06-22
3900,7482,3203,3,Excellent value for money.,2024-03-24
3901,4321,7606,5,Customer service was helpful.,2025-09-01
3902,78,5659,4,Great quality for the price.,2024-05-13
3903,11777,3710,5,Fast shipping and good packaging.,2024-02-12
3904,11603,2614,2,Exceeded my expectations!,2024-03-29
3905,6324,1313,4,Excellent value for money.,2024-03-27
3906,1343,6089,2,"Not what I expected, quite disappointed.",2026-06-15
3907,4619,1274,1,Would buy again.,2024-11-19
3908,10681,767,3,"Average product, does the job.",2023-07-31
3909,9266,1483,3,Exceeded my expectations!,2023-11-20
3910,6650,7762,2,Excellent value for money.,2023-04-05
3911,6747,4315,1,Exceeded my expectations!,2025-02-16
3912,7870,4074,4,"Average product, does the job.",2023-04-25
3913,4855,4109,4,Works exactly as described.,2023-09-15
3914,4679,2424,5,Fast shipping and good packaging.,2024-05-30
3915,3721,7699,4,Item arrived damaged.,2023-06-17
3916,4559,2862,3,Excellent value for money.,2026-01-06
3917,3453,6259,2,Would buy again.,2023-08-10
3918,912,2932,5,Customer service was helpful.,2023-01-13
3919,8453,6265,2,Great quality for the price.,2024-01-30
3920,7013,6573,3,Customer service was helpful.,2025-10-09
3921,10776,2747,2,Exceeded my expectations!,2025-11-20
3922,9291,7670,4,Fast shipping and good packaging.,2025-04-08
3923,7215,939,5,Great quality for the price.,2025-03-23
3924,6458,212,5,"Average product, does the job.",2024-07-18
3925,3235,2382,1,Works exactly as described.,2023-03-20
3926,325,656,3,Exceeded my expectations!,2023-02-26
3927,2443,2373,3,Excellent value for money.,2024-09-07
3928,3717,7882,5,Would buy again.,2023-09-21
3929,10536,103,3,Exceeded my expectations!,2025-10-17
3930,8095,2284,2,Excellent value for money.,2024-07-22
3931,8230,1050,4,Exceeded my expectations!,2025-05-25
3932,6190,4584,3,Works exactly as described.,2026-05-27
3933,7852,3810,2,"Average product, does the job.",2025-02-05
3934,8138,3865,5,Would buy again.,2023-01-21
3935,10884,4213,4,Excellent value for money.,2025-08-24
3936,6229,3018,1,Exceeded my expectations!,2023-12-06
3937,4299,2985,1,"Average product, does the job.",2025-07-18
3938,9671,1019,1,Excellent value for money.,2025-06-30
3939,4827,7480,4,Would buy again.,2024-04-27
3940,6999,1731,1,Works exactly as described.,2026-05-09
3941,2290,6790,3,"Average product, does the job.",2024-04-03
3942,11993,1411,4,"Not what I expected, quite disappointed.",2023-02-12
3943,11045,186,2,Would buy again.,2024-04-29
3944,10480,4337,3,Exceeded my expectations!,2026-05-04
3945,12,6199,1,Item arrived damaged.,2025-07-22
3946,7052,1890,4,"Not what I expected, quite disappointed.",2023-11-09
3947,77,1589,5,"Not what I expected, quite disappointed.",2023-03-25
3948,3093,1329,1,Exceeded my expectations!,2023-09-03
3949,2042,2192,5,Fast shipping and good packaging.,2024-03-28
3950,942,1063,5,"Average product, does the job.",2024-04-04
3951,5787,5513,4,Great quality for the price.,2024-10-25
3952,1440,4408,1,Item arrived damaged.,2023-07-16
3953,6987,6216,4,Great quality for the price.,2025-06-01
3954,6475,5038,2,Exceeded my expectations!,2025-02-04
3955,2280,7033,5,"Average product, does the job.",2025-08-01
3956,9098,3882,1,Item arrived damaged.,2025-01-24
3957,876,6071,1,Item arrived damaged.,2024-03-09
3958,1456,780,2,Exceeded my expectations!,2023-10-14
3959,77,845,5,Excellent value for money.,2025-03-31
3960,617,6835,5,"Not what I expected, quite disappointed.",2025-08-04
3961,3709,5013,5,Works exactly as described.,2023-09-02
3962,6854,5459,3,Customer service was helpful.,2024-02-03
3963,6600,15,4,Great quality for the price.,2023-08-07
3964,5177,759,3,Would buy again.,2025-03-19
3965,728,5003,2,"Not what I expected, quite disappointed.",2025-09-20
3966,10533,4539,5,"Average product, does the job.",2023-07-10
3967,8386,3439,2,Excellent value for money.,2025-04-22
3968,1775,3676,3,Fast shipping and good packaging.,2023-03-16
3969,3119,445,3,"Average product, does the job.",2024-01-19
3970,6210,4892,2,Fast shipping and good packaging.,2024-02-29
3971,2268,4796,5,Great quality for the price.,2024-11-27
3972,11281,2035,2,Exceeded my expectations!,2023-06-15
3973,3516,6030,1,"Average product, does the job.",2024-03-28
3974,994,2202,5,Item arrived damaged.,2025-03-31
3975,6417,2504,5,"Average product, does the job.",2026-03-22
3976,4106,6131,2,Great quality for the price.,2025-06-07
3977,2669,4074,5,Customer service was helpful.,2025-07-19
3978,4213,3988,3,"Average product, does the job.",2024-06-14
3979,3931,772,2,Great quality for the price.,2023-07-07
3980,11431,2453,3,Exceeded my expectations!,2025-09-09
3981,1317,3855,5,"Average product, does the job.",2025-02-27
3982,8651,3738,2,Great quality for the price.,2026-01-22
3983,10113,5959,4,Excellent value for money.,2024-01-09
3984,686,1280,5,Customer service was helpful.,2026-04-24
3985,10229,659,2,Exceeded my expectations!,2023-11-07
3986,3966,711,2,Item arrived damaged.,2025-06-21
3987,1907,4695,5,Works exactly as described.,2025-06-27
3988,10428,3759,3,"Average product, does the job.",2026-03-19
3989,811,6582,5,Fast shipping and good packaging.,2024-04-18
3990,2142,6148,2,Customer service was helpful.,2024-07-03
3991,6763,2882,4,Customer service was helpful.,2025-08-08
3992,9479,848,4,"Average product, does the job.",2023-07-21
3993,5204,3326,5,Item arrived damaged.,2026-06-04
3994,5259,5539,4,Works exactly as described.,2026-06-20
3995,3795,978,2,Exceeded my expectations!,2026-06-09
3996,136,5169,2,Excellent value for money.,2023-08-20
3997,9560,1723,5,Would buy again.,2025-04-04
3998,8843,2234,4,Fast shipping and good packaging.,2023-09-19
3999,2440,3561,3,Excellent value for money.,2023-10-18
4000,11164,5204,2,"Average product, does the job.",2023-08-12
4001,9455,5843,1,Item arrived damaged.,2024-10-24
4002,1605,4611,3,Would buy again.,2026-03-08
4003,10720,6700,4,Great quality for the price.,2024-10-18
4004,7305,7887,3,"Average product, does the job.",2023-09-20
4005,5724,6019,3,Exceeded my expectations!,2024-01-23
4006,4183,7581,1,Customer service was helpful.,2023-03-15
4007,3075,7523,2,Great quality for the price.,2024-09-16
4008,9917,740,2,Works exactly as described.,2024-10-09
4009,6551,2985,3,Works exactly as described.,2023-09-14
4010,6511,1076,4,Great quality for the price.,2025-06-30
4011,9477,6742,2,Exceeded my expectations!,2024-03-26
4012,2186,4207,2,Would buy again.,2025-05-07
4013,5241,1567,3,"Not what I expected, quite disappointed.",2024-07-22
4014,4145,3994,4,Customer service was helpful.,2023-03-31
4015,6108,6669,4,Works exactly as described.,2024-01-03
4016,412,2883,3,Great quality for the price.,2025-10-19
4017,5726,3544,2,Great quality for the price.,2026-01-03
4018,6153,4308,4,Would buy again.,2024-03-07
4019,7326,1824,2,Item arrived damaged.,2025-02-18
4020,4335,3069,3,Fast shipping and good packaging.,2023-03-20
4021,1305,5461,2,Customer service was helpful.,2023-07-19
4022,7869,6985,3,Excellent value for money.,2025-04-18
4023,8092,10,5,Would buy again.,2023-04-13
4024,3571,6115,5,Great quality for the price.,2026-06-17
4025,2667,6848,1,Would buy again.,2025-02-23
4026,6913,6420,5,Great quality for the price.,2023-06-14
4027,82,3136,3,"Average product, does the job.",2026-05-19
4028,3604,1123,4,Excellent value for money.,2024-05-18
4029,8452,976,1,Great quality for the price.,2025-06-12
4030,1950,3813,3,"Average product, does the job.",2023-09-15
4031,10363,3138,2,Customer service was helpful.,2025-11-15
4032,6451,2671,1,"Average product, does the job.",2023-04-06
4033,4237,6479,1,"Average product, does the job.",2023-02-13
4034,2366,6613,2,Customer service was helpful.,2025-11-19
4035,1488,3236,2,"Average product, does the job.",2024-03-17
4036,1453,6720,3,"Not what I expected, quite disappointed.",2025-10-07
4037,8414,1036,5,Great quality for the price.,2023-06-28
4038,4472,3362,1,Great quality for the price.,2025-05-11
4039,9786,184,4,"Not what I expected, quite disappointed.",2024-05-02
4040,11936,2714,4,Excellent value for money.,2024-10-30
4041,5344,4520,5,Customer service was helpful.,2023-04-02
4042,3480,6922,1,Item arrived damaged.,2023-07-14
4043,4298,550,3,Customer service was helpful.,2025-01-27
4044,11694,5713,1,Great quality for the price.,2024-08-03
4045,5581,1284,2,"Not what I expected, quite disappointed.",2024-04-08
4046,11947,2468,4,"Average product, does the job.",2024-11-11
4047,5602,7266,1,Exceeded my expectations!,2023-08-09
4048,3033,446,3,Great quality for the price.,2023-03-22
4049,1834,7986,2,Would buy again.,2024-06-21
4050,5246,7762,2,Great quality for the price.,2024-12-10
4051,5360,1085,3,Great quality for the price.,2023-11-22
4052,4814,1106,5,Great quality for the price.,2024-10-08
4053,9593,5059,1,Exceeded my expectations!,2023-05-14
4054,8211,5934,2,Fast shipping and good packaging.,2024-08-01
4055,7213,1946,4,"Not what I expected, quite disappointed.",2025-02-11
4056,2968,4018,3,"Not what I expected, quite disappointed.",2024-03-27
4057,7027,3574,3,Excellent value for money.,2023-09-04
4058,2798,2811,4,Item arrived damaged.,2025-05-16
4059,5183,6581,5,Exceeded my expectations!,2025-09-05
4060,3981,7263,5,Exceeded my expectations!,2024-05-30
4061,10685,5295,4,Fast shipping and good packaging.,2024-07-11
4062,5547,5021,3,Fast shipping and good packaging.,2024-08-27
4063,6916,2365,1,Would buy again.,2026-05-30
4064,815,1434,1,Fast shipping and good packaging.,2025-07-19
4065,6493,6849,2,Great quality for the price.,2024-11-13
4066,6141,5428,2,Great quality for the price.,2025-08-13
4067,9972,6956,1,Exceeded my expectations!,2024-06-21
4068,9434,7797,1,Great quality for the price.,2025-04-27
4069,168,3422,1,"Average product, does the job.",2024-09-29
4070,6379,7023,2,"Not what I expected, quite disappointed.",2026-03-08
4071,3610,1692,2,Great quality for the price.,2025-11-02
4072,8231,1792,2,Item arrived damaged.,2026-01-16
4073,8388,2569,4,Would buy again.,2023-09-13
4074,5336,6584,4,Customer service was helpful.,2023-04-15
4075,8800,6641,5,Exceeded my expectations!,2024-11-26
4076,11945,6604,2,Would buy again.,2023-04-24
4077,8401,372,5,"Average product, does the job.",2024-05-08
4078,3544,3585,2,Item arrived damaged.,2025-08-11
4079,1317,1875,3,Great quality for the price.,2025-06-17
4080,60,1697,2,Customer service was helpful.,2025-03-18
4081,5396,4153,4,Would buy again.,2026-03-06
4082,253,33,5,"Not what I expected, quite disappointed.",2023-09-20
4083,11111,4877,3,Excellent value for money.,2023-07-24
4084,7147,3909,3,Exceeded my expectations!,2024-02-29
4085,4568,1824,2,"Average product, does the job.",2026-03-24
4086,3935,5538,1,Fast shipping and good packaging.,2024-10-10
4087,9011,2593,5,"Average product, does the job.",2024-03-14
4088,6977,4432,2,"Not what I expected, quite disappointed.",2026-05-13
4089,10717,7264,5,Customer service was helpful.,2023-04-29
4090,4745,1093,1,Excellent value for money.,2023-08-24
4091,4959,3375,1,Item arrived damaged.,2025-04-09
4092,9368,2924,5,"Average product, does the job.",2023-09-17
4093,11,6423,2,Fast shipping and good packaging.,2025-02-10
4094,7616,4455,3,Would buy again.,2025-05-12
4095,11243,644,1,Item arrived damaged.,2024-05-10
4096,11904,5935,2,Would buy again.,2026-05-26
4097,6558,5263,5,Exceeded my expectations!,2026-03-31
4098,8166,5194,3,Fast shipping and good packaging.,2026-03-24
4099,1806,6947,1,Item arrived damaged.,2025-04-03
4100,8559,1932,4,Exceeded my expectations!,2023-12-21
4101,2700,810,5,Fast shipping and good packaging.,2025-11-18
4102,1138,4304,3,Item arrived damaged.,2026-05-23
4103,6783,6372,3,Works exactly as described.,2024-11-20
4104,6264,2248,2,Item arrived damaged.,2025-03-13
4105,8285,4405,1,"Average product, does the job.",2025-04-12
4106,6000,5279,5,Fast shipping and good packaging.,2024-08-29
4107,808,6181,4,Works exactly as described.,2023-02-03
4108,6847,2622,2,Fast shipping and good packaging.,2023-06-20
4109,10031,619,1,Item arrived damaged.,2025-12-03
4110,9574,6783,1,Exceeded my expectations!,2025-07-01
4111,8653,6215,2,Exceeded my expectations!,2025-10-18
4112,8076,551,5,Customer service was helpful.,2025-04-08
4113,8114,2086,3,Fast shipping and good packaging.,2025-05-20
4114,3263,7031,3,Would buy again.,2024-10-09
4115,721,2238,3,"Not what I expected, quite disappointed.",2024-08-04
4116,207,6804,4,Great quality for the price.,2024-04-09
4117,9507,6605,2,Item arrived damaged.,2024-10-06
4118,2446,6779,3,Excellent value for money.,2024-08-24
4119,11707,966,3,"Average product, does the job.",2023-02-27
4120,11145,5376,1,Customer service was helpful.,2025-04-10
4121,10155,5529,2,Fast shipping and good packaging.,2024-06-24
4122,6820,6197,3,"Not what I expected, quite disappointed.",2025-12-22
4123,5918,7429,2,Item arrived damaged.,2026-05-27
4124,478,5231,4,Great quality for the price.,2026-01-16
4125,11571,7886,3,Customer service was helpful.,2025-02-05
4126,4000,357,5,Would buy again.,2024-05-08
4127,6377,3277,2,Would buy again.,2025-02-28
4128,8036,6299,3,Item arrived damaged.,2025-08-17
4129,5549,5052,3,Works exactly as described.,2026-05-10
4130,7146,185,4,Fast shipping and good packaging.,2023-06-19
4131,7606,3410,3,"Not what I expected, quite disappointed.",2025-07-09
4132,7484,4270,5,"Average product, does the job.",2023-09-16
4133,11845,6930,3,"Average product, does the job.",2023-07-02
4134,1432,7033,2,"Average product, does the job.",2026-06-07
4135,1456,1048,3,Great quality for the price.,2025-01-18
4136,1522,335,1,Great quality for the price.,2025-03-05
4137,4689,1956,3,Customer service was helpful.,2024-05-19
4138,7213,3950,5,Excellent value for money.,2023-04-24
4139,6050,2952,1,Great quality for the price.,2025-09-22
4140,65,4957,3,Exceeded my expectations!,2023-04-29
4141,4789,6457,1,Great quality for the price.,2026-06-10
4142,660,7693,5,Great quality for the price.,2023-07-06
4143,11608,3596,5,Great quality for the price.,2023-05-10
4144,10962,2772,1,"Not what I expected, quite disappointed.",2024-03-16
4145,2353,849,5,Customer service was helpful.,2024-10-07
4146,10676,3222,2,"Not what I expected, quite disappointed.",2025-03-23
4147,583,7604,3,Item arrived damaged.,2023-04-11
4148,6565,1464,4,Great quality for the price.,2024-12-08
4149,1867,4457,4,Exceeded my expectations!,2024-09-19
4150,734,6232,1,Excellent value for money.,2025-09-05
4151,753,2673,4,Exceeded my expectations!,2025-05-04
4152,10854,754,4,Item arrived damaged.,2026-06-21
4153,4067,6712,3,Customer service was helpful.,2023-03-05
4154,4738,1055,1,"Not what I expected, quite disappointed.",2025-07-31
4155,1064,6460,4,Works exactly as described.,2025-07-01
4156,1793,1231,3,Item arrived damaged.,2026-03-07
4157,6348,2124,4,Works exactly as described.,2024-08-13
4158,4196,3872,2,Would buy again.,2025-08-12
4159,617,4260,2,Great quality for the price.,2024-02-29
4160,2701,6849,3,Would buy again.,2023-06-14
4161,7284,1656,4,"Average product, does the job.",2026-04-08
4162,1670,381,5,Would buy again.,2023-06-06
4163,6781,7809,3,Customer service was helpful.,2025-06-04
4164,1970,2569,5,Exceeded my expectations!,2023-05-30
4165,680,1988,4,Excellent value for money.,2025-01-27
