return_id,order_item_id,return_reason,return_date,refund_amount
628,76082,Changed my mind,2026-02-09,16.18
629,18629,Wrong size,2025-04-25,485.17
630,57153,Arrived damaged,2026-02-13,283.15
631,32156,Wrong size,2024-12-09,245.66
632,67772,Arrived damaged,2025-06-29,106.73
633,14793,Arrived damaged,2024-05-24,425.56
634,99891,Wrong size,2024-03-06,160.33
635,42176,Not as described,2025-08-07,297.8
636,6486,Changed my mind,2023-03-25,41.7
637,57307,Arrived damaged,2024-08-08,477.61
638,1525,Changed my mind,2023-02-02,433.15
639,22181,Arrived damaged,2025-04-30,179.98
640,48909,Changed my mind,2025-04-30,107.11
641,10911,Item defective,2025-08-21,197.56
642,75301,Changed my mind,2025-07-02,77.36
643,90838,Wrong size,2025-06-23,127.17
644,72745,Not as described,2024-08-11,220.71
645,33646,Changed my mind,2024-06-14,112.1
646,85603,Arrived damaged,2024-06-14,141.88
647,91703,Item defective,2024-10-11,145.41
648,26145,Wrong size,2024-08-03,296.53
649,64666,Not as described,2025-11-07,219.49
650,16757,Item defective,2024-09-06,116.84
651,44885,Item defective,2025-01-30,369.54
652,91632,Arrived damaged,2025-12-25,76.9
653,85862,Arrived damaged,2023-03-17,421.62
654,32072,Item defective,2025-11-18,211.3
655,60858,Not as described,2023-08-26,476.45
656,14656,Item defective,2023-09-18,368.03
657,99627,Item defective,2023-10-30,145.07
658,84588,Not as described,2023-06-06,69.55
659,73426,Arrived damaged,2023-08-08,218.43
660,1171,Arrived damaged,2025-09-23,284.1
661,45110,Arrived damaged,2025-03-18,117.51
662,25032,Arrived damaged,2025-06-26,301.9
663,89544,Changed my mind,2023-09-23,346.17
664,82765,Changed my mind,2024-09-15,184.84
665,33937,Changed my mind,2026-06-21,6.7
666,18145,Changed my mind,2024-12-30,94.97
667,40438,Arrived damaged,2026-02-08,470.92
668,82402,Changed my mind,2023-02-10,29.29
669,13396,Wrong size,2026-06-15,233.18
670,91785,Wrong size,2025-10-23,243.97
671,23199,Item defective,2024-12-24,250.84
672,13657,Arrived damaged,2023-02-20,148.78
673,95328,Arrived damaged,2023-07-25,268.23
674,97864,Changed my mind,2025-12-16,365.53
675,29007,Changed my mind,2026-01-08,447.68
676,69602,Not as described,2026-05-23,464.45
677,54328,Wrong size,2023-01-29,463.3
678,45683,Arrived damaged,2024-05-25,486.99
679,40563,Wrong size,2026-04-15,77.66
680,55948,Not as described,2024-11-27,321.96
681,35777,Item defective,2024-02-16,382.99
682,55482,Wrong size,2026-05-21,438.69
683,5751,Item defective,2024-08-15,350.6
684,38961,Not as described,2025-12-08,456.79
685,89125,Arrived damaged,2023-01-05,35.83
686,3567,Item defective,2023-10-24,462.05
687,68654,Arrived damaged,2026-04-20,114.9
688,28579,Not as described,2025-11-02,245.97
689,61222,Item defective,2024-08-29,316.01
690,21931,Arrived damaged,2024-05-01,176.5
691,56270,Changed my mind,2023-02-23,105.16
692,23983,Not as described,2025-05-10,252.28
693,83425,Arrived damaged,2024-05-29,442.59
694,99185,Item defective,2025-03-28,221.92
695,29430,Arrived damaged,2025-09-26,203.8
696,74889,Arrived damaged,2024-04-19,268.35
697,93983,Changed my mind,2024-01-28,317.31
698,75926,Item defective,2025-06-08,161.41
699,45188,Arrived damaged,2024-07-14,370.36
700,98524,Arrived damaged,2023-09-06,132.27
701,21308,Changed my mind,2023-04-16,92.83
702,94480,Arrived damaged,2024-06-08,88.27
703,94216,Item defective,2025-07-31,337.88
704,76280,Wrong size,2025-08-04,35.11
705,61243,Changed my mind,2026-02-20,331.27
706,80450,Changed my mind,2024-11-12,116.09
707,38576,Arrived damaged,2024-02-28,463.89
708,55028,Not as described,2023-05-26,222.71
709,90434,Wrong size,2024-05-30,451.25
710,8432,Arrived damaged,2023-12-29,459.06
711,8318,Wrong size,2026-01-24,441.61
712,91447,Not as described,2024-01-23,52.17
713,2953,Item defective,2023-08-28,256.7
714,25193,Changed my mind,2024-05-29,426.1
715,3591,Changed my mind,2023-08-19,469.3
716,29018,Not as described,2026-04-04,218.02
717,95887,Wrong size,2024-10-18,117.48
718,75929,Item defective,2024-03-15,175.79
719,42876,Arrived damaged,2024-06-27,480.6
720,97048,Item defective,2024-10-12,93.11
721,21020,Item defective,2026-02-08,317.0
722,68500,Arrived damaged,2025-10-02,67.17
723,78226,Item defective,2023-04-11,35.93
724,45873,Item defective,2026-04-08,286.13
725,95223,Not as described,2025-05-06,317.91
726,13619,Not as described,2023-11-18,186.68
727,44253,Item defective,2024-07-04,260.97
728,99409,Wrong size,2023-11-22,413.09
729,61741,Arrived damaged,2023-09-12,167.72
730,91919,Changed my mind,2025-07-04,148.92
731,63973,Item defective,2026-06-12,430.32
732,10075,Wrong size,2024-11-10,152.63
733,46747,Item defective,2024-05-22,80.54
734,35325,Changed my mind,2023-02-15,280.24
735,9521,Changed my mind,2023-03-21,198.54
736,76142,Arrived damaged,2023-08-21,154.36
737,9853,Item defective,2023-02-10,56.08
738,11300,Not as described,2023-01-21,320.82
739,30890,Not as described,2024-11-20,456.05
740,18237,Not as described,2024-02-27,78.43
741,42677,Item defective,2025-06-07,465.81
742,4250,Item defective,2024-04-16,158.54
743,77754,Wrong size,2023-08-16,493.58
744,22185,Not as described,2024-02-28,187.82
745,19189,Not as described,2023-03-15,93.84
746,53056,Wrong size,2025-11-15,47.34
747,67220,Item defective,2026-06-28,9.4
748,74435,Wrong size,2025-04-23,290.02
749,45092,Wrong size,2026-01-25,488.11
750,52850,Arrived damaged,2023-09-16,286.11
751,98941,Wrong size,2023-09-27,79.31
752,40884,Wrong size,2024-04-19,348.01
753,61540,Arrived damaged,2024-11-22,487.11
754,94299,Not as described,2024-08-12,17.89
755,14828,Not as described,2023-11-06,496.38
756,3961,Wrong size,2026-04-19,78.36
757,36363,Item defective,2026-03-21,163.37
758,4610,Not as described,2023-09-18,410.19
759,11125,Item defective,2023-09-19,208.0
760,18991,Item defective,2023-10-04,409.34
761,34374,Arrived damaged,2023-08-13,183.54
762,87498,Not as described,2023-06-24,287.2
763,71805,Changed my mind,2025-02-14,66.21
764,47112,Item defective,2024-02-02,52.71
765,96224,Not as described,2025-06-04,172.49
766,81294,Arrived damaged,2023-03-16,387.55
767,63276,Changed my mind,2023-10-04,342.88
768,76422,Arrived damaged,2024-08-19,488.18
769,17213,Arrived damaged,2024-02-12,235.87
770,60546,Arrived damaged,2023-04-18,44.17
771,12835,Wrong size,2025-02-26,262.53
772,79356,Arrived damaged,2023-09-20,323.42
773,92866,Not as described,2024-10-22,82.14
774,97144,Item defective,2023-02-02,186.86
775,37788,Arrived damaged,2024-06-11,127.99
776,42866,Changed my mind,2024-12-18,377.17
777,8579,Wrong size,2023-07-10,438.65
778,71869,Not as described,2025-11-22,192.67
779,54573,Wrong size,2025-11-25,263.58
780,40169,Wrong size,2026-02-08,349.5
781,86237,Changed my mind,2025-05-22,208.45
782,76503,Item defective,2024-09-09,483.34
783,63824,Wrong size,2024-01-15,449.86
784,92645,Arrived damaged,2024-11-09,348.18
785,51671,Arrived damaged,2026-03-23,222.01
786,61459,Wrong size,2024-06-17,118.73
787,38050,Item defective,2023-07-28,341.01
788,30570,Changed my mind,2023-10-16,100.09
789,29705,Arrived damaged,2024-08-14,104.91
790,37207,Arrived damaged,2023-04-22,47.69
791,40127,Changed my mind,2024-09-05,303.76
792,27432,Item defective,2025-03-17,86.95
793,9714,Arrived damaged,2023-09-07,160.1
794,36520,Arrived damaged,2024-07-03,391.06
795,6770,Changed my mind,2024-02-12,129.42
796,44749,Not as described,2025-09-05,284.76
797,19659,Wrong size,2026-02-28,20.79
798,43610,Changed my mind,2023-10-05,495.26
799,77592,Arrived damaged,2026-05-01,445.11
800,35190,Wrong size,2024-09-03,124.45
801,79394,Wrong size,2026-01-24,129.15
802,87541,Item defective,2024-03-09,61.17
803,1779,Arrived damaged,2023-04-08,371.22
804,10518,Item defective,2025-02-07,14.5
805,5032,Changed my mind,2024-07-02,324.02
806,47186,Not as described,2024-11-06,15.7
807,43173,Item defective,2023-09-30,29.13
808,11958,Wrong size,2025-08-05,272.66
809,64895,Wrong size,2025-10-08,292.59
810,20454,Changed my mind,2024-09-28,47.24
811,5426,Not as described,2026-03-12,383.13
812,29848,Arrived damaged,2026-04-27,62.26
813,64488,Not as described,2023-12-16,26.63
814,89834,Wrong size,2024-07-19,481.11
815,68297,Not as described,2024-08-07,25.59
816,11674,Arrived damaged,2023-07-30,193.51
817,21739,Wrong size,2024-06-03,31.06
818,74937,Arrived damaged,2023-12-20,34.3
819,78277,Changed my mind,2023-04-07,13.86
820,53844,Changed my mind,2023-08-29,121.97
821,58789,Changed my mind,2024-03-15,489.89
822,96586,Item defective,2025-01-18,415.46
823,33537,Not as described,2025-08-17,192.58
824,96763,Arrived damaged,2025-07-29,387.48
825,48537,Not as described,2025-03-31,147.58
826,31979,Item defective,2025-07-07,15.49
827,64060,Arrived damaged,2024-03-10,383.25
828,5984,Not as described,2023-01-10,335.91
829,73452,Arrived damaged,2023-11-21,75.13
830,11410,Not as described,2026-04-22,472.12
831,30757,Changed my mind,2023-05-16,299.28
832,80590,Wrong size,2025-06-18,79.07
833,86464,Arrived damaged,2026-05-16,235.63
834,70047,Item defective,2024-08-10,326.42
835,86586,Not as described,2025-10-08,385.77
836,92957,Item defective,2023-04-02,412.78
837,47897,Wrong size,2023-05-25,461.91
838,1434,Item defective,2025-04-03,123.05
839,85888,Arrived damaged,2025-04-29,49.56
840,79334,Arrived damaged,2024-07-31,448.37
841,72388,Not as described,2023-09-27,108.52
842,19824,Arrived damaged,2026-06-15,443.89
843,9726,Changed my mind,2025-12-29,58.73
844,44639,Wrong size,2025-03-27,425.25
845,25570,Arrived damaged,2024-06-05,183.75
846,84957,Item defective,2024-02-11,276.4
847,62457,Wrong size,2025-12-09,230.5
848,91822,Wrong size,2025-09-17,410.33
849,54886,Arrived damaged,2024-05-01,383.57
850,29046,Item defective,2026-05-08,301.66
851,25510,Not as described,2023-09-14,285.21
852,8223,Item defective,2026-01-22,134.74
853,71296,Item defective,2024-12-16,204.28
854,58960,Arrived damaged,2024-07-25,173.29
855,17424,Changed my mind,2024-08-22,41.67
856,4547,Item defective,2023-01-05,29.77
857,5455,Wrong size,2024-03-25,445.3
858,67300,Changed my mind,2024-04-18,24.75
859,47039,Not as described,2024-06-01,239.63
860,18093,Changed my mind,2023-03-31,251.02
861,7869,Changed my mind,2024-10-12,256.21
862,61689,Wrong size,2024-03-10,185.97
863,3881,Changed my mind,2025-05-29,318.28
864,55165,Arrived damaged,2026-05-27,369.32
865,21534,Not as described,2026-06-02,153.09
866,26919,Not as described,2024-07-23,167.98
867,50861,Arrived damaged,2023-03-13,16.35
868,50569,Wrong size,2024-06-30,199.17
869,3848,Item defective,2025-06-19,144.09
870,25727,Changed my mind,2023-08-06,340.23
871,79014,Item defective,2024-07-18,173.52
872,58073,Not as described,2025-07-26,282.02
873,87738,Not as described,2025-02-16,190.6
874,43978,Not as described,2024-01-07,125.11
875,5069,Not as described,2023-01-03,52.03
876,67552,Wrong size,2024-02-05,29.48
877,72429,Arrived damaged,2023-11-07,373.85
878,78711,Not as described,2025-09-25,43.78
879,95491,Changed my mind,2023-04-10,481.93
880,25739,Arrived damaged,2025-01-02,492.17
881,34088,Wrong size,2024-10-27,139.49
882,77166,Item defective,2025-10-17,237.4
883,70426,Item defective,2023-11-20,346.39
884,16604,Item defective,2024-05-05,272.33
885,98182,Item defective,2023-11-17,479.5
886,66408,Changed my mind,2023-11-25,266.54
887,26673,Arrived damaged,2025-01-18,144.5
888,76995,Wrong size,2023-08-28,288.76
889,52413,Arrived damaged,2024-10-17,266.74
890,15756,Not as described,2026-06-04,197.9
891,43029,Wrong size,2026-05-16,351.32
892,76074,Wrong size,2025-04-06,51.91
893,54556,Changed my mind,2023-01-14,37.4
894,18006,Arrived damaged,2025-02-23,152.78
895,60444,Item defective,2023-04-06,314.96
896,44918,Changed my mind,2024-08-26,202.0
897,75355,Arrived damaged,2025-05-22,400.27
898,65860,Wrong size,2024-10-10,451.22
899,54888,Item defective,2024-05-15,37.69
900,41166,Changed my mind,2023-12-08,88.41
901,35573,Arrived damaged,2023-11-16,441.44
902,9828,Arrived damaged,2023-08-20,270.42
903,8061,Not as described,2024-02-08,327.58
904,89811,Not as described,2026-01-16,209.37
905,87522,Not as described,2025-09-03,404.69
906,66792,Changed my mind,2025-02-27,410.24
907,44247,Not as described,2023-09-10,158.77
908,41822,Item defective,2024-05-22,326.87
909,83957,Not as described,2025-04-19,221.12
910,87840,Wrong size,2023-05-01,33.23
911,43527,Arrived damaged,2025-07-23,125.13
912,66679,Arrived damaged,2026-05-09,244.88
913,40467,Changed my mind,2025-03-13,72.08
914,59107,Arrived damaged,2025-09-02,466.09
915,89692,Item defective,2025-11-02,151.39
916,66714,Item defective,2023-08-08,378.79
917,20197,Arrived damaged,2025-03-18,194.88
918,11352,Item defective,2025-04-12,265.11
919,42499,Item defective,2023-11-07,439.12
920,90164,Wrong size,2024-09-04,289.67
921,6007,Arrived damaged,2026-05-06,162.0
922,64781,Wrong size,2024-05-27,169.73
923,22705,Item defective,2023-07-31,95.81
924,43072,Changed my mind,2024-11-15,447.87
925,86980,Not as described,2023-09-27,78.85
926,46021,Wrong size,2024-07-15,147.76
927,85984,Arrived damaged,2025-04-29,73.37
928,78105,Changed my mind,2025-04-27,51.54
929,28968,Wrong size,2026-02-16,345.73
930,85029,Not as described,2026-03-30,136.0
931,22175,Wrong size,2024-08-07,65.05
932,60548,Arrived damaged,2023-04-02,293.38
933,79999,Item defective,2023-01-09,476.64
934,7243,Wrong size,2023-07-26,319.28
935,39933,Item defective,2023-12-20,251.3
936,52652,Changed my mind,2023-03-26,461.85
937,73207,Item defective,2023-12-21,357.34
938,93051,Item defective,2024-11-10,138.16
939,88845,Wrong size,2023-12-11,256.23
940,55758,Item defective,2025-09-25,155.95
941,69209,Arrived damaged,2023-11-26,166.54
942,42421,Item defective,2024-08-07,94.63
943,5687,Not as described,2024-01-17,185.44
944,82965,Changed my mind,2024-12-17,418.41
945,94105,Item defective,2024-08-23,360.48
946,2191,Arrived damaged,2026-04-21,40.03
947,76279,Not as described,2026-01-24,399.19
948,8854,Wrong size,2023-01-25,139.79
949,25517,Item defective,2026-05-17,246.35
950,73076,Arrived damaged,2026-03-24,370.15
951,49980,Not as described,2024-10-21,421.76
952,11605,Changed my mind,2026-06-11,80.41
953,59122,Arrived damaged,2023-08-04,224.11
954,59123,Changed my mind,2024-01-31,422.25
955,94671,Not as described,2026-06-15,359.41
956,69515,Arrived damaged,2023-05-13,307.7
957,51954,Wrong size,2023-10-13,269.01
958,81205,Arrived damaged,2025-08-17,296.62
959,90904,Changed my mind,2024-04-11,207.45
960,67058,Not as described,2024-06-16,388.2
961,86871,Item defective,2023-09-07,42.79
962,47090,Arrived damaged,2024-07-12,345.71
963,86760,Arrived damaged,2024-12-20,360.42
964,8909,Arrived damaged,2024-12-14,440.61
965,24165,Not as described,2024-06-12,247.7
966,65273,Arrived damaged,2024-07-03,285.09
967,88132,Arrived damaged,2023-03-04,365.89
968,87179,Not as described,2024-11-25,236.41
969,83764,Changed my mind,2025-03-28,328.29
970,29541,Arrived damaged,2025-12-07,156.15
971,87766,Changed my mind,2024-04-11,137.81
972,94489,Wrong size,2023-06-21,182.22
973,24916,Wrong size,2025-09-17,265.81
974,53228,Changed my mind,2023-11-15,348.13
975,85700,Arrived damaged,2024-07-07,272.34
976,61687,Wrong size,2025-05-08,121.86
977,33557,Wrong size,2023-11-12,360.03
978,68771,Changed my mind,2024-02-26,320.23
979,84460,Not as described,2025-10-09,499.46
980,35111,Changed my mind,2026-02-19,135.96
981,85318,Item defective,2023-07-12,381.91
982,67134,Wrong size,2024-02-13,8.54
983,55081,Changed my mind,2023-12-14,356.16
984,11530,Not as described,2023-05-10,344.61
985,44148,Not as described,2024-06-06,260.37
986,84044,Item defective,2024-10-26,302.01
987,79045,Arrived damaged,2024-07-31,203.08
988,79464,Arrived damaged,2024-10-11,491.7
989,25439,Item defective,2023-11-02,358.77
990,86471,Item defective,2023-06-16,309.97
991,8599,Not as described,2024-10-14,63.44
992,25459,Changed my mind,2025-05-30,454.92
993,97359,Wrong size,2024-09-09,193.33
994,72907,Wrong size,2025-05-11,39.65
995,19142,Item defective,2025-03-22,56.28
996,77459,Item defective,2024-10-25,366.79
997,91741,Changed my mind,2024-10-20,399.58
998,28771,Arrived damaged,2025-11-20,42.98
999,38473,Not as described,2025-10-12,233.57
1000,15800,Changed my mind,2026-01-28,301.1
1001,64703,Wrong size,2024-02-21,6.83
1002,12545,Wrong size,2025-10-11,293.54
1003,30818,Changed my mind,2024-05-07,401.07
1004,52443,Arrived damaged,2024-07-22,405.93
1005,72113,Arrived damaged,2024-03-24,99.22
1006,66956,Not as described,2026-06-22,404.5
1007,29884,Arrived damaged,2026-05-27,471.49
1008,73262,Wrong size,2023-11-07,437.53
1009,8065,Item defective,2026-06-13,157.59
1010,50663,Changed my mind,2024-04-24,142.64
1011,83631,Arrived damaged,2024-09-07,440.23
1012,93014,Item defective,2024-03-05,223.11
1013,16827,Arrived damaged,2023-12-08,14.41
1014,51665,Item defective,2025-12-21,179.81
1015,26779,Wrong size,2024-09-22,432.97
1016,23262,Item defective,2024-01-05,174.9
1017,39737,Wrong size,2026-01-11,33.4
1018,39651,Changed my mind,2023-04-27,236.62
1019,72452,Wrong size,2026-03-01,496.02
1020,83471,Wrong size,2023-02-18,239.91
1021,2867,Not as described,2023-10-30,363.79
1022,66035,Changed my mind,2023-07-15,473.34
1023,83019,Wrong size,2023-06-14,38.89
1024,81207,Changed my mind,2024-10-26,287.8
1025,19315,Not as described,2023-04-08,21.93
1026,24093,Arrived damaged,2026-05-18,9.88
1027,14410,Changed my mind,2023-07-29,273.93
1028,96422,Changed my mind,2025-10-12,406.71
1029,75595,Arrived damaged,2024-10-18,363.87
1030,51796,Wrong size,2025-12-27,378.45
1031,31200,Arrived damaged,2025-12-22,412.96
1032,20927,Not as described,2024-05-25,265.37
1033,37011,Changed my mind,2026-05-26,226.25
1034,97269,Not as described,2025-06-26,160.71
1035,65626,Item defective,2025-02-22,420.01
1036,77066,Not as described,2024-07-07,205.8
1037,16559,Item defective,2025-11-23,102.69
1038,87415,Not as described,2023-08-21,417.4
1039,32036,Item defective,2026-05-05,373.81
1040,59587,Not as described,2024-06-25,11.84
1041,76967,Arrived damaged,2025-12-01,322.57
1042,4506,Wrong size,2024-02-29,206.72
1043,22586,Not as described,2024-06-17,413.61
1044,45802,Arrived damaged,2024-10-20,51.43
1045,43441,Wrong size,2025-12-05,183.95
1046,83470,Wrong size,2025-02-10,116.96
1047,11440,Changed my mind,2025-03-15,97.38
1048,6997,Wrong size,2026-04-07,152.71
1049,20570,Item defective,2023-09-07,15.42
1050,55961,Wrong size,2025-02-10,261.54
1051,51197,Wrong size,2024-03-15,50.85
1052,25169,Item defective,2025-03-30,492.59
1053,75210,Changed my mind,2025-01-10,167.27
1054,87109,Changed my mind,2026-06-25,46.45
1055,1261,Arrived damaged,2026-01-08,48.98
1056,74619,Wrong size,2025-05-24,304.56
1057,93052,Item defective,2025-08-27,280.13
1058,8938,Arrived damaged,2023-11-03,221.31
1059,18059,Changed my mind,2025-04-26,342.03
1060,54895,Item defective,2025-08-27,403.2
1061,83651,Changed my mind,2024-05-17,15.22
1062,5305,Item defective,2025-02-27,483.99
1063,1070,Item defective,2023-09-20,221.85
1064,64088,Not as described,2023-01-10,141.04
1065,98471,Not as described,2023-11-13,323.36
1066,43856,Arrived damaged,2023-07-01,263.17
1067,52651,Item defective,2026-05-31,317.29
1068,5643,Wrong size,2023-06-15,272.76
1069,31852,Wrong size,2024-03-23,425.29
1070,92883,Not as described,2025-02-11,345.2
1071,93422,Wrong size,2025-04-05,98.44
1072,90867,Arrived damaged,2025-02-11,247.37
1073,3808,Not as described,2025-11-16,463.26
1074,13072,Wrong size,2025-05-01,80.24
1075,4321,Changed my mind,2026-05-23,52.79
1076,58415,Arrived damaged,2024-05-29,408.75
1077,47789,Item defective,2024-05-13,213.85
1078,83508,Arrived damaged,2024-01-14,240.54
1079,67782,Wrong size,2024-12-24,330.99
1080,54163,Changed my mind,2023-03-17,187.0
1081,60921,Arrived damaged,2025-06-19,462.76
1082,54095,Arrived damaged,2023-09-21,32.6
1083,32317,Wrong size,2026-05-27,408.09
1084,18732,Changed my mind,2025-07-23,24.24
1085,36853,Wrong size,2025-02-04,469.59
1086,29141,Item defective,2026-04-23,330.89
1087,33390,Arrived damaged,2025-12-10,239.74
1088,24080,Arrived damaged,2023-03-19,158.31
1089,93570,Item defective,2024-01-09,426.55
1090,3651,Item defective,2026-06-05,88.08
1091,69348,Arrived damaged,2025-01-27,76.02
1092,51867,Wrong size,2025-08-28,438.35
1093,96657,Arrived damaged,2025-03-05,222.02
1094,1733,Wrong size,2024-05-25,237.9
1095,80578,Item defective,2024-07-17,158.82
1096,70815,Changed my mind,2023-07-12,407.49
1097,80283,Not as described,2026-04-07,239.61
1098,43414,Item defective,2025-07-19,178.34
1099,25457,Wrong size,2026-04-28,183.37
1100,34417,Changed my mind,2026-05-02,392.83
1101,90552,Not as described,2023-12-14,331.45
1102,24569,Wrong size,2025-01-05,233.01
1103,41819,Item defective,2025-02-02,410.14
1104,26912,Wrong size,2025-03-12,498.98
1105,8017,Not as described,2026-04-14,374.94
1106,63660,Not as described,2024-08-14,95.83
1107,49256,Item defective,2025-11-05,80.72
1108,66554,Not as described,2024-01-27,301.5
1109,16154,Not as described,2025-08-08,271.48
1110,80672,Arrived damaged,2025-03-09,344.75
1111,8744,Changed my mind,2025-02-26,159.46
1112,35198,Item defective,2026-01-21,48.03
1113,27533,Wrong size,2023-12-25,198.12
1114,33117,Wrong size,2024-11-16,265.87
1115,14022,Changed my mind,2025-05-19,285.16
1116,92031,Arrived damaged,2026-03-16,82.69
1117,78869,Changed my mind,2023-03-12,262.52
1118,84887,Not as described,2026-06-24,140.2
1119,88943,Item defective,2024-10-25,497.72
1120,70920,Item defective,2024-07-03,450.5
1121,43783,Item defective,2025-09-01,390.41
1122,9952,Wrong size,2024-02-20,60.16
1123,5394,Wrong size,2023-11-27,49.44
1124,32782,Changed my mind,2025-12-18,80.38
1125,76971,Wrong size,2023-05-29,390.58
1126,17767,Not as described,2024-01-19,246.43
1127,43625,Changed my mind,2023-01-04,289.37
1128,61834,Changed my mind,2024-12-05,399.65
1129,27982,Changed my mind,2026-05-28,54.55
1130,25183,Wrong size,2024-10-24,348.64
1131,45715,Not as described,2024-04-06,268.66
1132,43650,Item defective,2026-06-16,391.48
1133,35305,Wrong size,2023-04-08,47.96
1134,52004,Wrong size,2023-12-05,71.49
1135,64040,Wrong size,2025-04-05,97.07
1136,27716,Changed my mind,2026-05-06,348.9
1137,57282,Arrived damaged,2025-02-01,494.39
1138,57948,Arrived damaged,2026-05-30,199.12
1139,71291,Not as described,2025-11-15,433.55
1140,13566,Not as described,2024-04-26,72.72
1141,11279,Item defective,2023-08-11,81.94
1142,2497,Not as described,2025-03-20,482.98
1143,90326,Wrong size,2023-05-10,168.28
1144,38525,Arrived damaged,2025-11-15,336.23
1145,52877,Wrong size,2023-05-20,160.7
1146,57401,Item defective,2025-08-28,373.6
1147,96631,Arrived damaged,2025-12-24,36.9
1148,36646,Wrong size,2026-03-25,224.64
1149,67509,Not as described,2023-04-22,377.19
1150,20349,Not as described,2024-07-24,438.03
1151,76233,Not as described,2023-07-03,342.45
1152,28038,Item defective,2023-04-10,48.19
1153,73748,Wrong size,2026-01-08,452.3
1154,28455,Wrong size,2023-05-06,204.54
1155,22247,Changed my mind,2023-10-04,447.9
1156,33389,Item defective,2024-07-13,59.19
1157,47583,Not as described,2026-02-13,52.75
1158,11692,Arrived damaged,2025-08-08,345.39
1159,62712,Changed my mind,2026-03-28,495.57
1160,29362,Item defective,2023-03-29,310.59
1161,99152,Item defective,2023-01-08,399.26
1162,66281,Wrong size,2026-04-09,345.0
1163,91156,Not as described,2025-12-06,256.29
1164,86704,Changed my mind,2026-03-03,357.97
1165,14963,Changed my mind,2024-05-08,7.74
1166,39841,Arrived damaged,2023-04-08,409.12
1167,72038,Not as described,2025-07-16,209.92
1168,23165,Item defective,2024-10-05,31.45
1169,55312,Not as described,2025-07-07,411.21
1170,78306,Arrived damaged,2024-09-24,99.93
1171,68248,Arrived damaged,2025-07-20,466.19
1172,10382,Changed my mind,2023-10-22,386.35
1173,64791,Arrived damaged,2024-02-06,211.3
1174,35617,Changed my mind,2024-12-16,478.38
1175,17434,Changed my mind,2024-09-27,491.93
1176,42939,Not as described,2024-11-13,394.71
1177,63921,Wrong size,2023-07-11,91.62
1178,80634,Not as described,2025-12-06,447.27
1179,31897,Item defective,2023-06-02,416.83
1180,87442,Wrong size,2025-02-09,162.29
1181,2824,Arrived damaged,2026-03-02,152.4
1182,99487,Item defective,2024-01-08,280.71
1183,18561,Arrived damaged,2026-05-22,41.56
1184,85370,Arrived damaged,2025-10-01,300.42
1185,77395,Arrived damaged,2024-09-30,388.78
1186,82567,Changed my mind,2025-10-08,77.66
1187,41888,Arrived damaged,2024-02-23,160.62
1188,25090,Item defective,2024-08-07,268.59
1189,30436,Changed my mind,2023-10-16,89.71
1190,26814,Not as described,2025-10-16,304.99
1191,19494,Wrong size,2024-11-04,336.46
1192,32757,Wrong size,2026-05-11,462.45
1193,3374,Changed my mind,2023-03-25,162.36
1194,37554,Item defective,2023-08-15,101.85
1195,85894,Changed my mind,2024-05-01,229.54
1196,23241,Arrived damaged,2024-07-25,426.1
1197,28056,Changed my mind,2024-07-08,454.37
1198,45564,Not as described,2025-10-19,272.31
1199,78320,Item defective,2025-02-23,56.2
1200,75967,Not as described,2024-06-20,289.72
1201,11859,Arrived damaged,2025-04-30,390.55
1202,91835,Changed my mind,2024-10-20,418.51
1203,69012,Changed my mind,2024-02-04,5.07
1204,14699,Item defective,2024-05-03,314.98
1205,94959,Item defective,2025-11-11,37.31
1206,26508,Wrong size,2023-04-11,290.12
1207,4971,Item defective,2025-02-19,193.59
1208,54098,Item defective,2024-09-16,93.62
1209,641,Changed my mind,2023-01-25,392.51
1210,38828,Not as described,2023-11-03,224.5
1211,33705,Not as described,2026-06-09,174.37
1212,75998,Arrived damaged,2024-04-20,78.64
1213,64842,Changed my mind,2023-04-18,247.39
1214,580,Wrong size,2023-12-26,439.81
1215,58096,Wrong size,2024-10-30,60.79
1216,33485,Arrived damaged,2023-03-29,271.53
1217,34926,Changed my mind,2023-03-31,317.54
1218,51018,Item defective,2024-06-17,38.6
1219,27847,Wrong size,2026-05-01,364.05
1220,92042,Arrived damaged,2023-04-27,462.08
1221,90254,Item defective,2024-03-05,345.42
1222,22279,Arrived damaged,2025-08-15,384.34
1223,12131,Item defective,2023-05-20,232.27
1224,62781,Wrong size,2025-07-05,292.92
1225,16028,Item defective,2024-04-09,498.74
1226,90827,Wrong size,2023-08-22,269.8
1227,18316,Not as described,2024-12-02,104.6
1228,21446,Wrong size,2023-01-22,345.42
1229,13242,Item defective,2025-01-17,238.14
1230,12790,Arrived damaged,2026-03-06,198.12
1231,81402,Wrong size,2023-12-11,279.48
1232,46489,Item defective,2025-01-28,431.97
1233,5782,Not as described,2026-04-02,187.71
1234,8866,Item defective,2023-07-16,234.41
1235,81899,Arrived damaged,2023-02-01,305.5
1236,22447,Wrong size,2025-01-02,468.47
1237,43363,Wrong size,2024-12-21,99.91
1238,57906,Changed my mind,2026-06-25,180.31
1239,46444,Not as described,2024-01-12,25.48
1240,14059,Wrong size,2025-05-22,55.38
1241,42924,Not as described,2025-08-17,325.07
1242,27550,Changed my mind,2024-10-04,215.76
1243,53973,Changed my mind,2026-01-25,351.66
1244,56335,Wrong size,2024-08-10,119.92
