order_id,customer_id,order_date,order_status,payment_method,total_amount
12986,3969,2025-05-20 00:00:00,delivered,upi,2447.47
12987,7985,2024-04-24 00:00:00,delivered,netbanking,1232.64
12988,5133,2024-03-01 00:00:00,delivered,card,864.5
12989,3236,2024-03-13 00:00:00,delivered,wallet,1591.02
12990,5552,2024-12-10 00:00:00,delivered,cod,2509.68
12991,6462,2025-05-11 00:00:00,delivered,cod,2385.39
12992,3415,2024-03-17 00:00:00,cancelled,card,1165.4
12993,556,2024-07-30 00:00:00,delivered,wallet,2874.9
12994,5055,2025-07-29 00:00:00,delivered,netbanking,514.41
12995,1914,2026-05-05 00:00:00,delivered,card,3522.83
12996,3507,2026-03-02 00:00:00,delivered,upi,1459.91
12997,5809,2025-03-29 00:00:00,delivered,wallet,3135.18
12998,7141,2026-06-22 00:00:00,delivered,cod,4168.56
12999,4545,2025-10-21 00:00:00,cancelled,card,1386.62
13000,7653,2025-11-11 00:00:00,delivered,card,4332.22
13001,479,2024-04-25 00:00:00,cancelled,netbanking,3048.46
13002,1525,2025-12-29 00:00:00,delivered,wallet,2304.52
13003,6642,2026-02-02 00:00:00,delivered,wallet,1399.58
13004,2447,2025-05-06 00:00:00,delivered,upi,2029.25
13005,345,2023-04-23 00:00:00,delivered,wallet,3496.48
13006,7292,2025-03-19 00:00:00,delivered,card,6631.3
13007,4997,2026-02-03 00:00:00,delivered,cod,656.32
13008,3535,2023-03-08 00:00:00,delivered,card,4607.54
13009,4984,2024-01-02 00:00:00,delivered,card,2159.2
13010,6639,2025-08-09 00:00:00,delivered,card,3433.16
13011,3447,2024-01-08 00:00:00,delivered,wallet,3494.45
13012,2334,2024-02-01 00:00:00,delivered,wallet,3922.37
13013,531,2024-10-10 00:00:00,placed,upi,944.65
13014,4583,2026-01-15 00:00:00,delivered,netbanking,2312.2
13015,1279,2024-11-25 00:00:00,delivered,wallet,3415.09
13016,5211,2025-10-03 00:00:00,delivered,cod,3089.25
13017,3367,2024-02-18 00:00:00,placed,upi,720.63
13018,1664,2023-08-17 00:00:00,delivered,wallet,3819.75
13019,1509,2023-11-26 00:00:00,delivered,cod,4952.79
13020,4582,2026-06-06 00:00:00,delivered,netbanking,3125.64
13021,5968,2025-12-13 00:00:00,delivered,cod,487.4
13022,1221,2023-01-19 00:00:00,shipped,upi,696.38
13023,3768,2023-09-04 00:00:00,shipped,upi,2610.02
13024,7662,2024-08-19 00:00:00,shipped,upi,570.72
13025,7245,2025-05-08 00:00:00,placed,card,593.65
13026,1292,2025-07-01 00:00:00,delivered,cod,3338.38
13027,715,2026-01-14 00:00:00,returned,card,451.47
13028,5056,2026-03-17 00:00:00,delivered,card,1636.66
13029,4725,2025-02-06 00:00:00,delivered,upi,3546.92
13030,1570,2025-12-13 00:00:00,delivered,cod,2258.15
13031,3749,2024-02-24 00:00:00,placed,card,3439.88
13032,785,2023-07-12 00:00:00,delivered,wallet,2500.64
13033,2083,2024-03-05 00:00:00,delivered,cod,6010.88
13034,7,2024-01-09 00:00:00,cancelled,wallet,4256.7
13035,1393,2023-07-23 00:00:00,shipped,upi,3847.1
13036,2098,2025-10-14 00:00:00,delivered,netbanking,1724.82
13037,2655,2023-02-19 00:00:00,shipped,cod,3137.62
13038,4791,2023-05-21 00:00:00,delivered,cod,1622.68
13039,4862,2024-02-04 00:00:00,delivered,upi,1516.14
13040,3312,2023-09-19 00:00:00,delivered,netbanking,2044.88
13041,4232,2026-02-17 00:00:00,delivered,upi,1339.88
13042,1685,2026-04-24 00:00:00,delivered,wallet,4288.37
13043,4547,2026-04-17 00:00:00,shipped,card,1390.95
13044,4147,2024-03-15 00:00:00,delivered,netbanking,885.16
13045,5420,2023-09-07 00:00:00,delivered,upi,4680.38
13046,7291,2025-03-15 00:00:00,returned,cod,4365.96
13047,203,2025-03-14 00:00:00,cancelled,netbanking,364.21
13048,1056,2023-10-20 00:00:00,delivered,netbanking,889.11
13049,1736,2023-10-24 00:00:00,delivered,cod,886.52
13050,4503,2025-08-17 00:00:00,cancelled,upi,4655.92
13051,5920,2023-08-09 00:00:00,returned,wallet,350.49
13052,3393,2023-04-19 00:00:00,shipped,card,3013.07
13053,6062,2025-05-29 00:00:00,delivered,cod,711.46
13054,7837,2024-05-26 00:00:00,cancelled,card,1204.75
13055,2211,2024-12-05 00:00:00,delivered,card,2743.53
13056,4994,2026-03-03 00:00:00,delivered,netbanking,1676.4
13057,1315,2024-11-23 00:00:00,delivered,cod,820.79
13058,2834,2025-10-25 00:00:00,delivered,wallet,1715.12
13059,5089,2025-08-01 00:00:00,shipped,netbanking,2346.12
13060,542,2026-04-05 00:00:00,delivered,wallet,4329.4
13061,1506,2023-12-17 00:00:00,delivered,card,917.46
13062,554,2024-10-29 00:00:00,delivered,wallet,107.96
13063,7813,2025-03-02 00:00:00,shipped,upi,3236.68
13064,6157,2024-03-02 00:00:00,delivered,cod,3271.69
13065,991,2023-01-01 00:00:00,delivered,wallet,3796.8
13066,6237,2023-11-26 00:00:00,delivered,cod,4305.98
13067,2721,2025-04-24 00:00:00,returned,cod,3332.58
13068,6440,2024-09-21 00:00:00,delivered,card,2356.56
13069,6429,2026-04-21 00:00:00,delivered,cod,752.42
13070,1333,2025-03-08 00:00:00,delivered,cod,4723.91
13071,3306,2026-06-03 00:00:00,shipped,netbanking,6629.89
13072,4325,2023-12-03 00:00:00,returned,card,1143.42
13073,2512,2023-08-06 00:00:00,delivered,upi,5638.81
13074,5229,2023-04-11 00:00:00,shipped,wallet,1664.94
13075,1404,2026-04-01 00:00:00,delivered,upi,1298.84
13076,7406,2023-10-03 00:00:00,shipped,wallet,4783.78
13077,1915,2023-09-28 00:00:00,delivered,netbanking,2188.29
13078,4574,2025-11-05 00:00:00,delivered,netbanking,3560.04
13079,1088,2023-07-12 00:00:00,delivered,netbanking,1500.28
13080,3707,2026-06-28 00:00:00,delivered,card,1893.4
13081,5694,2023-08-13 00:00:00,delivered,upi,2176.65
13082,5806,2026-04-30 00:00:00,delivered,wallet,2739.76
13083,3767,2025-07-14 00:00:00,shipped,netbanking,3160.64
13084,2247,2023-12-11 00:00:00,delivered,netbanking,551.49
13085,5434,2025-05-06 00:00:00,delivered,netbanking,378.8
13086,4479,2024-01-03 00:00:00,delivered,netbanking,2946.94
13087,7816,2023-07-01 00:00:00,delivered,card,6331.04
13088,7880,2023-01-10 00:00:00,returned,card,3625.99
13089,7465,2025-12-02 00:00:00,delivered,cod,1549.86
13090,4757,2025-09-26 00:00:00,delivered,card,1324.64
13091,1541,2023-08-01 00:00:00,delivered,upi,397.54
13092,7998,2025-01-06 00:00:00,delivered,wallet,3601.83
13093,4508,2023-07-25 00:00:00,delivered,card,105.0
13094,531,2026-04-30 00:00:00,delivered,upi,2316.48
13095,6026,2025-04-09 00:00:00,delivered,wallet,2176.84
13096,5369,2026-03-15 00:00:00,delivered,cod,307.1
13097,1343,2026-05-24 00:00:00,cancelled,upi,3296.26
13098,2476,2025-05-30 00:00:00,delivered,upi,3491.08
13099,5398,2026-03-14 00:00:00,delivered,netbanking,2833.4
13100,2738,2026-03-20 00:00:00,delivered,wallet,2809.46
13101,2298,2024-05-12 00:00:00,delivered,wallet,2226.58
13102,5105,2024-04-14 00:00:00,delivered,netbanking,2851.36
13103,7964,2024-11-16 00:00:00,delivered,cod,905.16
13104,3507,2024-04-03 00:00:00,placed,wallet,157.08
13105,5997,2025-01-31 00:00:00,shipped,wallet,4166.91
13106,5922,2023-03-19 00:00:00,delivered,wallet,750.88
13107,1027,2025-04-16 00:00:00,delivered,netbanking,7188.94
13108,212,2024-01-01 00:00:00,delivered,upi,714.45
13109,7711,2024-08-20 00:00:00,delivered,wallet,547.59
13110,4828,2024-01-15 00:00:00,delivered,cod,1720.17
13111,6943,2023-10-26 00:00:00,shipped,card,4726.18
13112,2261,2024-12-20 00:00:00,cancelled,netbanking,1133.42
13113,5509,2023-07-07 00:00:00,delivered,upi,1624.49
13114,7754,2024-03-02 00:00:00,delivered,netbanking,3262.8
13115,1192,2025-04-23 00:00:00,delivered,card,7877.24
13116,3256,2024-06-01 00:00:00,delivered,netbanking,3750.24
13117,2924,2026-03-14 00:00:00,shipped,card,3622.51
13118,921,2024-01-10 00:00:00,delivered,wallet,1644.04
13119,1385,2026-06-22 00:00:00,shipped,card,2492.96
13120,6934,2024-03-27 00:00:00,delivered,card,3555.55
13121,34,2023-06-12 00:00:00,delivered,netbanking,1601.18
13122,5851,2024-11-09 00:00:00,shipped,wallet,3396.36
13123,116,2023-10-08 00:00:00,delivered,upi,480.22
13124,7123,2025-03-19 00:00:00,placed,card,2430.07
13125,3824,2024-03-18 00:00:00,delivered,netbanking,376.8
13126,3523,2024-04-15 00:00:00,shipped,card,6944.99
13127,6276,2025-12-25 00:00:00,delivered,wallet,1117.47
13128,6066,2025-01-10 00:00:00,cancelled,netbanking,443.68
13129,1418,2026-05-01 00:00:00,cancelled,cod,541.5
13130,957,2025-09-19 00:00:00,delivered,cod,1897.72
13131,2028,2023-01-14 00:00:00,placed,upi,2871.6
13132,4718,2024-04-19 00:00:00,delivered,wallet,3117.08
13133,7028,2024-05-20 00:00:00,shipped,cod,908.2
13134,11,2024-09-25 00:00:00,delivered,card,885.12
13135,5138,2025-10-05 00:00:00,delivered,wallet,267.11
13136,491,2025-06-22 00:00:00,delivered,wallet,2043.12
13137,7088,2025-10-18 00:00:00,delivered,card,794.57
13138,6721,2025-03-23 00:00:00,delivered,wallet,1835.36
13139,7377,2024-05-16 00:00:00,delivered,cod,597.28
13140,771,2023-12-03 00:00:00,returned,card,2669.19
13141,4477,2025-09-29 00:00:00,delivered,upi,2716.78
13142,3967,2023-03-27 00:00:00,delivered,netbanking,4099.7
13143,5781,2026-01-09 00:00:00,placed,upi,763.14
13144,3340,2023-04-23 00:00:00,delivered,card,1771.06
13145,580,2024-07-29 00:00:00,delivered,netbanking,2212.12
13146,3911,2024-09-22 00:00:00,delivered,upi,557.4
13147,3614,2023-05-24 00:00:00,returned,cod,419.0
13148,3255,2025-05-05 00:00:00,returned,netbanking,4379.54
13149,2630,2023-05-04 00:00:00,delivered,upi,1832.02
13150,1788,2023-01-03 00:00:00,delivered,wallet,4222.18
13151,7445,2023-05-25 00:00:00,delivered,netbanking,1554.0
13152,5007,2024-02-09 00:00:00,shipped,wallet,4150.88
13153,5176,2024-02-01 00:00:00,shipped,upi,3465.81
13154,7908,2024-09-27 00:00:00,delivered,netbanking,3174.96
13155,1940,2024-02-27 00:00:00,delivered,cod,3957.44
13156,3977,2024-10-16 00:00:00,delivered,cod,85.9
13157,3221,2025-12-28 00:00:00,delivered,card,3632.84
13158,952,2023-08-04 00:00:00,delivered,netbanking,3447.52
13159,881,2024-06-12 00:00:00,delivered,netbanking,1058.24
13160,6573,2023-07-27 00:00:00,delivered,upi,752.8
13161,1616,2024-04-29 00:00:00,delivered,card,564.67
13162,4047,2025-04-30 00:00:00,cancelled,upi,2245.39
13163,2032,2024-12-27 00:00:00,delivered,cod,1683.92
13164,6287,2025-11-18 00:00:00,delivered,netbanking,1227.76
13165,6493,2023-05-16 00:00:00,delivered,upi,2507.22
13166,3564,2025-04-07 00:00:00,delivered,netbanking,3135.14
13167,3735,2023-06-08 00:00:00,shipped,netbanking,560.07
13168,6177,2024-05-31 00:00:00,delivered,cod,3992.75
13169,199,2023-07-29 00:00:00,returned,cod,304.84
13170,5679,2023-12-27 00:00:00,delivered,netbanking,2144.77
13171,6813,2024-02-22 00:00:00,delivered,cod,2400.08
13172,6683,2026-04-10 00:00:00,delivered,card,869.2
13173,6549,2023-02-11 00:00:00,delivered,cod,2426.04
13174,6001,2024-04-30 00:00:00,delivered,upi,575.3
13175,1276,2023-03-03 00:00:00,shipped,upi,2389.26
13176,3133,2025-09-23 00:00:00,delivered,wallet,2873.24
13177,3767,2025-12-08 00:00:00,delivered,wallet,2192.4
13178,759,2023-12-06 00:00:00,cancelled,cod,3119.43
13179,5857,2023-03-25 00:00:00,delivered,cod,830.11
13180,373,2023-02-17 00:00:00,placed,upi,1028.11
13181,6874,2025-03-05 00:00:00,delivered,cod,3155.72
13182,191,2025-11-04 00:00:00,delivered,upi,1180.0
13183,2705,2025-07-15 00:00:00,delivered,cod,1401.08
13184,7214,2023-01-25 00:00:00,delivered,card,324.71
13185,2674,2023-10-11 00:00:00,delivered,netbanking,5141.66
13186,3991,2024-12-10 00:00:00,cancelled,card,830.39
13187,640,2024-05-21 00:00:00,returned,cod,4015.17
13188,1267,2026-05-22 00:00:00,delivered,wallet,1163.66
13189,7432,2026-03-11 00:00:00,delivered,upi,568.13
13190,2051,2023-11-07 00:00:00,delivered,wallet,2537.68
13191,4932,2023-07-12 00:00:00,delivered,card,1515.4
13192,4652,2024-12-23 00:00:00,delivered,netbanking,3608.12
13193,7537,2025-12-07 00:00:00,delivered,upi,3627.02
13194,3482,2025-05-06 00:00:00,delivered,cod,1182.48
13195,259,2025-09-19 00:00:00,cancelled,wallet,1901.33
13196,4200,2023-10-15 00:00:00,delivered,card,3100.04
13197,2626,2024-10-28 00:00:00,delivered,card,2565.95
13198,3699,2024-01-13 00:00:00,delivered,upi,1693.14
13199,6469,2026-06-28 00:00:00,returned,card,1228.7
13200,6987,2023-08-21 00:00:00,cancelled,upi,1568.09
13201,580,2026-06-02 00:00:00,delivered,upi,5653.99
13202,3773,2025-05-01 00:00:00,delivered,card,302.62
13203,4923,2024-12-15 00:00:00,returned,wallet,895.85
13204,1122,2025-05-23 00:00:00,delivered,netbanking,2565.66
13205,2118,2024-12-30 00:00:00,cancelled,wallet,1240.0
13206,4087,2026-03-02 00:00:00,delivered,card,5039.75
13207,7759,2025-08-10 00:00:00,delivered,wallet,4924.02
13208,4326,2026-01-22 00:00:00,delivered,card,1813.98
13209,1509,2024-07-02 00:00:00,delivered,cod,6163.44
13210,6948,2025-02-14 00:00:00,delivered,wallet,1922.64
13211,5645,2025-12-19 00:00:00,delivered,cod,2176.41
13212,5895,2025-06-12 00:00:00,delivered,wallet,4915.95
13213,7696,2023-10-16 00:00:00,delivered,wallet,805.1
13214,2955,2025-09-22 00:00:00,delivered,netbanking,4110.46
13215,2174,2025-06-29 00:00:00,delivered,card,408.28
13216,6361,2023-06-16 00:00:00,cancelled,netbanking,2456.26
13217,1251,2023-12-13 00:00:00,shipped,upi,1864.15
13218,3866,2023-08-01 00:00:00,delivered,netbanking,1153.27
13219,4152,2025-05-25 00:00:00,shipped,wallet,996.18
13220,4981,2026-05-24 00:00:00,delivered,netbanking,2927.93
13221,4420,2024-01-13 00:00:00,delivered,cod,262.48
13222,559,2025-05-09 00:00:00,cancelled,wallet,2133.96
13223,3343,2025-03-31 00:00:00,delivered,upi,3019.52
13224,5691,2024-03-17 00:00:00,placed,wallet,4806.38
13225,7753,2025-01-09 00:00:00,delivered,wallet,1305.25
13226,3084,2025-01-09 00:00:00,returned,upi,4757.72
13227,2037,2025-07-31 00:00:00,delivered,upi,4759.36
13228,1393,2026-04-30 00:00:00,shipped,card,1612.47
13229,4906,2025-05-29 00:00:00,delivered,card,1891.66
13230,2977,2023-09-12 00:00:00,delivered,wallet,3454.88
13231,1725,2026-01-13 00:00:00,cancelled,card,3135.41
13232,1254,2024-04-16 00:00:00,cancelled,card,773.31
13233,7021,2024-09-30 00:00:00,shipped,cod,2991.03
13234,2748,2025-02-13 00:00:00,delivered,wallet,4934.28
13235,4452,2025-08-23 00:00:00,delivered,wallet,2445.92
13236,7621,2026-04-01 00:00:00,delivered,wallet,3906.54
13237,6063,2023-06-26 00:00:00,delivered,upi,854.44
13238,893,2026-03-05 00:00:00,delivered,wallet,5470.63
13239,7408,2025-12-04 00:00:00,delivered,card,704.68
13240,2790,2025-06-15 00:00:00,delivered,cod,2282.05
13241,3794,2024-11-19 00:00:00,delivered,wallet,1417.16
13242,5509,2026-05-02 00:00:00,delivered,card,2118.12
13243,3837,2023-02-18 00:00:00,shipped,wallet,1858.35
13244,4458,2025-05-29 00:00:00,delivered,cod,1140.38
13245,4623,2023-02-05 00:00:00,delivered,card,4326.42
13246,2709,2025-10-15 00:00:00,delivered,netbanking,1375.12
13247,2950,2024-06-28 00:00:00,delivered,netbanking,2421.92
13248,3009,2023-01-11 00:00:00,delivered,wallet,1313.92
13249,6461,2023-10-21 00:00:00,delivered,cod,2232.31
13250,342,2025-08-01 00:00:00,delivered,upi,4821.3
13251,4838,2024-12-24 00:00:00,cancelled,wallet,4640.08
13252,5,2024-10-17 00:00:00,delivered,wallet,4736.12
13253,6514,2023-04-15 00:00:00,delivered,upi,1693.64
13254,3143,2026-06-09 00:00:00,delivered,upi,659.2
13255,1644,2023-01-01 00:00:00,returned,card,208.23
13256,6736,2025-01-24 00:00:00,delivered,cod,2504.49
13257,2969,2024-07-26 00:00:00,delivered,card,851.56
13258,848,2025-01-21 00:00:00,delivered,netbanking,2945.28
13259,4060,2023-08-12 00:00:00,delivered,netbanking,4320.8
13260,5875,2024-03-02 00:00:00,delivered,netbanking,1082.07
13261,6539,2024-01-27 00:00:00,delivered,cod,454.94
13262,2419,2026-01-22 00:00:00,delivered,cod,3448.69
13263,5768,2024-01-20 00:00:00,delivered,card,2668.17
13264,7302,2024-09-26 00:00:00,delivered,wallet,1094.0
13265,7122,2023-12-23 00:00:00,shipped,card,2523.72
13266,3298,2023-11-28 00:00:00,delivered,card,1576.82
13267,1040,2025-08-07 00:00:00,delivered,cod,3490.65
13268,6991,2024-09-13 00:00:00,returned,wallet,1361.05
13269,5482,2024-09-26 00:00:00,delivered,netbanking,1436.9
13270,3933,2025-02-13 00:00:00,delivered,netbanking,3899.22
13271,7021,2023-07-03 00:00:00,delivered,netbanking,1259.88
13272,7466,2026-06-30 00:00:00,placed,card,575.46
13273,7905,2023-01-28 00:00:00,returned,card,1125.48
13274,2114,2025-06-21 00:00:00,delivered,netbanking,2899.24
13275,950,2025-11-05 00:00:00,delivered,card,6499.96
13276,7781,2025-01-14 00:00:00,delivered,card,1734.3
13277,3478,2024-01-01 00:00:00,delivered,upi,1683.98
13278,7935,2026-01-09 00:00:00,shipped,upi,2395.8
13279,5669,2026-05-15 00:00:00,shipped,card,605.91
13280,7149,2026-03-23 00:00:00,delivered,cod,1968.29
13281,2681,2024-06-13 00:00:00,delivered,wallet,1535.18
13282,7201,2025-03-09 00:00:00,delivered,netbanking,2343.3
13283,3736,2024-04-30 00:00:00,cancelled,cod,3317.58
13284,7365,2023-09-19 00:00:00,shipped,netbanking,4812.68
13285,1628,2024-01-15 00:00:00,delivered,netbanking,4935.95
13286,1674,2023-05-24 00:00:00,delivered,card,3649.1
13287,5519,2024-07-16 00:00:00,returned,wallet,2572.14
13288,6090,2025-02-07 00:00:00,delivered,upi,3307.24
13289,2232,2026-03-18 00:00:00,delivered,netbanking,2058.96
13290,5045,2025-09-09 00:00:00,delivered,cod,3045.56
13291,3201,2023-07-23 00:00:00,shipped,card,3412.3
13292,2416,2025-05-02 00:00:00,delivered,card,3576.0
13293,6913,2025-12-22 00:00:00,delivered,wallet,3220.19
13294,7806,2024-02-01 00:00:00,delivered,card,3498.28
13295,7549,2024-03-18 00:00:00,delivered,netbanking,358.5
13296,7487,2024-10-20 00:00:00,delivered,card,2460.31
13297,3428,2025-05-06 00:00:00,delivered,netbanking,4724.14
13298,1780,2023-02-09 00:00:00,delivered,netbanking,5607.54
13299,6266,2024-07-26 00:00:00,delivered,upi,3200.17
13300,3962,2026-06-20 00:00:00,delivered,netbanking,357.04
13301,1298,2025-02-04 00:00:00,delivered,card,532.76
13302,4881,2026-01-20 00:00:00,cancelled,cod,2418.6
13303,4948,2026-03-17 00:00:00,cancelled,card,754.08
13304,4989,2024-03-17 00:00:00,placed,card,3983.44
13305,1703,2024-06-09 00:00:00,placed,wallet,364.77
13306,5568,2023-06-21 00:00:00,delivered,netbanking,2177.48
13307,641,2023-04-22 00:00:00,delivered,card,3072.84
13308,4566,2023-12-06 00:00:00,delivered,cod,779.48
13309,4370,2023-08-14 00:00:00,delivered,cod,909.9
13310,2989,2026-04-29 00:00:00,delivered,upi,16.16
13311,6153,2023-03-30 00:00:00,shipped,wallet,1355.62
13312,1790,2023-01-07 00:00:00,delivered,netbanking,3248.87
13313,6238,2024-08-26 00:00:00,delivered,card,6241.4
13314,2025,2024-09-09 00:00:00,delivered,netbanking,1316.32
13315,6562,2023-06-03 00:00:00,returned,card,2920.06
13316,3480,2024-02-23 00:00:00,delivered,wallet,2369.52
13317,6538,2024-04-18 00:00:00,delivered,upi,2798.46
13318,497,2023-09-24 00:00:00,delivered,card,3191.25
13319,4152,2026-02-17 00:00:00,cancelled,upi,1330.06
13320,4961,2023-11-02 00:00:00,shipped,card,5161.35
13321,6407,2023-05-10 00:00:00,delivered,wallet,674.91
13322,2137,2026-04-17 00:00:00,shipped,upi,4609.27
13323,5928,2023-08-16 00:00:00,shipped,card,3876.23
13324,4638,2026-05-04 00:00:00,returned,card,3270.07
13325,3511,2024-03-31 00:00:00,delivered,upi,1309.12
13326,3345,2025-06-18 00:00:00,delivered,card,1198.46
13327,4243,2024-07-14 00:00:00,shipped,card,1261.22
13328,6565,2026-06-14 00:00:00,shipped,wallet,1976.2
13329,6981,2026-02-16 00:00:00,delivered,netbanking,340.68
13330,7282,2023-07-29 00:00:00,delivered,cod,1043.04
13331,5417,2024-04-06 00:00:00,delivered,cod,993.9
13332,7467,2026-05-26 00:00:00,delivered,upi,2114.87
13333,1623,2023-08-22 00:00:00,delivered,upi,3240.94
13334,109,2025-04-09 00:00:00,delivered,upi,5369.64
13335,6942,2024-02-05 00:00:00,delivered,upi,1592.34
13336,2855,2025-02-12 00:00:00,delivered,upi,1155.73
13337,6494,2026-01-18 00:00:00,delivered,upi,2030.72
13338,4896,2026-04-25 00:00:00,returned,upi,693.98
13339,2297,2023-08-21 00:00:00,placed,netbanking,4760.42
13340,7944,2024-01-28 00:00:00,returned,upi,1014.4
13341,3351,2024-01-15 00:00:00,delivered,cod,843.72
13342,4723,2023-09-25 00:00:00,shipped,card,4310.8
13343,5729,2023-11-24 00:00:00,delivered,cod,307.77
13344,2259,2025-10-14 00:00:00,shipped,netbanking,2628.87
13345,6677,2026-04-29 00:00:00,delivered,wallet,1333.08
13346,1958,2023-11-29 00:00:00,returned,netbanking,3109.91
13347,5102,2024-06-11 00:00:00,delivered,wallet,5477.56
13348,2327,2025-04-01 00:00:00,delivered,wallet,644.04
13349,5890,2024-01-29 00:00:00,returned,upi,4439.53
13350,2068,2025-02-18 00:00:00,delivered,wallet,3015.86
13351,5084,2023-05-20 00:00:00,delivered,wallet,2579.76
13352,3138,2024-05-29 00:00:00,delivered,netbanking,1368.48
13353,1387,2024-02-15 00:00:00,shipped,upi,766.72
13354,3131,2025-02-06 00:00:00,delivered,card,4012.54
13355,2524,2023-11-09 00:00:00,delivered,upi,1623.69
13356,3441,2023-05-27 00:00:00,delivered,upi,847.7
13357,3585,2026-05-21 00:00:00,delivered,upi,1557.62
13358,3385,2023-10-17 00:00:00,delivered,upi,412.32
13359,5658,2024-07-06 00:00:00,delivered,netbanking,3742.95
13360,1144,2023-08-21 00:00:00,cancelled,cod,2299.06
13361,2365,2025-06-22 00:00:00,delivered,netbanking,1924.98
13362,5683,2023-04-14 00:00:00,delivered,wallet,2758.6
13363,2847,2024-02-07 00:00:00,delivered,card,1769.58
13364,5768,2024-11-11 00:00:00,cancelled,cod,2985.08
13365,7467,2023-12-15 00:00:00,placed,upi,2144.58
13366,765,2024-12-31 00:00:00,delivered,wallet,1686.49
13367,2242,2023-01-29 00:00:00,delivered,netbanking,648.78
13368,2042,2026-04-27 00:00:00,delivered,cod,3303.06
13369,5022,2024-12-24 00:00:00,delivered,upi,3758.3
13370,2656,2025-05-15 00:00:00,delivered,wallet,3411.88
13371,5828,2026-01-04 00:00:00,cancelled,wallet,4806.26
13372,2308,2024-01-31 00:00:00,returned,cod,1863.54
13373,482,2024-12-29 00:00:00,shipped,card,8381.67
13374,3097,2025-07-09 00:00:00,delivered,upi,2523.46
13375,2826,2024-01-02 00:00:00,delivered,cod,1421.58
13376,7786,2023-09-15 00:00:00,delivered,cod,451.51
13377,6191,2023-07-20 00:00:00,cancelled,cod,1117.44
13378,591,2026-04-05 00:00:00,cancelled,wallet,1495.89
13379,3663,2024-07-24 00:00:00,returned,netbanking,1746.52
13380,3475,2024-01-02 00:00:00,delivered,card,679.28
13381,2595,2026-03-08 00:00:00,delivered,upi,6855.18
13382,5811,2026-04-18 00:00:00,cancelled,card,962.96
13383,3605,2023-03-20 00:00:00,shipped,card,5973.01
13384,4452,2024-01-04 00:00:00,delivered,upi,4307.39
13385,189,2023-01-14 00:00:00,delivered,cod,833.04
13386,7376,2024-08-21 00:00:00,delivered,upi,3808.4
13387,7897,2024-04-23 00:00:00,delivered,cod,565.08
13388,1809,2025-05-13 00:00:00,delivered,cod,2543.54
13389,4312,2025-11-04 00:00:00,cancelled,cod,2492.52
13390,6159,2025-07-16 00:00:00,delivered,card,96.16
13391,3564,2023-05-20 00:00:00,returned,wallet,2454.24
13392,4283,2025-03-14 00:00:00,delivered,cod,2679.56
13393,6030,2025-01-21 00:00:00,delivered,netbanking,1037.37
13394,403,2024-05-05 00:00:00,cancelled,upi,667.1
13395,3089,2024-01-11 00:00:00,delivered,netbanking,2263.46
13396,6486,2025-08-13 00:00:00,cancelled,upi,1982.83
13397,6817,2025-05-22 00:00:00,delivered,card,1624.05
13398,6349,2025-01-16 00:00:00,delivered,netbanking,4171.17
13399,6667,2024-09-26 00:00:00,cancelled,wallet,2218.21
13400,6194,2026-06-28 00:00:00,cancelled,card,4030.41
13401,35,2023-12-13 00:00:00,delivered,card,2146.22
13402,5606,2024-07-06 00:00:00,cancelled,netbanking,227.22
13403,5863,2024-11-03 00:00:00,delivered,wallet,3018.04
13404,3926,2024-04-20 00:00:00,delivered,cod,1712.14
13405,3724,2025-10-13 00:00:00,placed,netbanking,3327.92
13406,1928,2025-04-15 00:00:00,shipped,wallet,2897.54
13407,4278,2025-02-11 00:00:00,returned,netbanking,54.56
13408,847,2024-12-31 00:00:00,delivered,wallet,10.56
13409,868,2025-08-09 00:00:00,delivered,netbanking,1352.32
13410,6429,2023-03-23 00:00:00,delivered,cod,233.12
13411,7698,2024-01-16 00:00:00,delivered,cod,669.81
13412,2691,2025-12-05 00:00:00,returned,wallet,3980.8
13413,6141,2026-03-12 00:00:00,delivered,wallet,2570.33
13414,6337,2024-11-23 00:00:00,delivered,card,2403.96
13415,3643,2023-10-22 00:00:00,shipped,cod,205.06
13416,3593,2024-01-20 00:00:00,delivered,netbanking,608.83
13417,2216,2024-03-21 00:00:00,delivered,upi,1645.03
13418,642,2024-03-18 00:00:00,delivered,netbanking,1686.96
13419,7036,2023-10-26 00:00:00,delivered,card,3831.46
13420,1208,2025-08-30 00:00:00,delivered,upi,944.82
13421,4111,2023-06-21 00:00:00,delivered,netbanking,2445.54
13422,2875,2025-01-20 00:00:00,delivered,netbanking,3268.28
13423,361,2026-03-19 00:00:00,delivered,netbanking,475.56
13424,2876,2023-08-06 00:00:00,cancelled,upi,3466.8
13425,3121,2025-01-07 00:00:00,delivered,card,1051.18
13426,2716,2026-06-13 00:00:00,cancelled,wallet,1332.91
13427,7177,2026-01-08 00:00:00,delivered,upi,128.77
13428,2444,2025-12-17 00:00:00,delivered,cod,1795.28
13429,6106,2023-03-20 00:00:00,delivered,upi,3028.1
13430,6913,2024-08-04 00:00:00,delivered,netbanking,983.84
13431,3767,2023-09-10 00:00:00,returned,upi,5761.76
13432,4220,2025-10-17 00:00:00,delivered,cod,3315.07
13433,4556,2025-11-27 00:00:00,delivered,card,1673.79
13434,3398,2026-02-28 00:00:00,delivered,upi,509.04
13435,5496,2024-02-18 00:00:00,delivered,card,363.29
